Id,Target,Split
84893c98-bba9-11e8-b2ba-ac1f6b6435d0,0,train
e7e68ea0-bbbb-11e8-b2ba-ac1f6b6435d0,0 25,train
ef6115a8-bb9b-11e8-b2b9-ac1f6b6435d0,5,train
699c00f6-bb9e-11e8-b2b9-ac1f6b6435d0,0 1,train
c411d4ea-bbc9-11e8-b2bc-ac1f6b6435d0,4 23,train
5cc024e4-bba2-11e8-b2b9-ac1f6b6435d0,7,train
2cd28bf4-bbbc-11e8-b2ba-ac1f6b6435d0,3,train
3c6966a4-bbb3-11e8-b2ba-ac1f6b6435d0,0 25,train
80abeeae-bbc2-11e8-b2bb-ac1f6b6435d0,0,train
596bb724-bbbe-11e8-b2ba-ac1f6b6435d0,6,train
8de2e83a-bbb2-11e8-b2ba-ac1f6b6435d0,24 11,train
60fede7c-bbc7-11e8-b2bc-ac1f6b6435d0,4,train
06a53340-bbb8-11e8-b2ba-ac1f6b6435d0,0,train
502a2838-bbac-11e8-b2ba-ac1f6b6435d0,23,train
b0073b8e-bbb5-11e8-b2ba-ac1f6b6435d0,22,train
55a2b4f0-bbb2-11e8-b2ba-ac1f6b6435d0,25,train
5e0bcfc0-bba1-11e8-b2b9-ac1f6b6435d0,12,train
7ffae4c4-bbc7-11e8-b2bc-ac1f6b6435d0,21,train
2fe33490-bbc3-11e8-b2bc-ac1f6b6435d0,0 25,train
1ab08f44-bbc0-11e8-b2bb-ac1f6b6435d0,0 7,train
55612730-bbba-11e8-b2ba-ac1f6b6435d0,1,train
bee52148-bb9c-11e8-b2b9-ac1f6b6435d0,23,train
8c9e5186-bbac-11e8-b2ba-ac1f6b6435d0,25 19,train
1c710b9a-bba4-11e8-b2b9-ac1f6b6435d0,0 25 5,train
ae0dbbc2-bbc5-11e8-b2bc-ac1f6b6435d0,14,train
3ac35b56-bbaa-11e8-b2ba-ac1f6b6435d0,0,train
dcb6f730-bbc6-11e8-b2bc-ac1f6b6435d0,25,train
cee7fea8-bbc4-11e8-b2bc-ac1f6b6435d0,3 23,train
d492a4e8-bb9c-11e8-b2b9-ac1f6b6435d0,7,train
6fa7f7b0-bbb8-11e8-b2ba-ac1f6b6435d0,0 18,train
7de7c05c-bbc3-11e8-b2bc-ac1f6b6435d0,0,train
79d4a2e4-bbb1-11e8-b2ba-ac1f6b6435d0,0 21,train
4fa3b292-bbae-11e8-b2ba-ac1f6b6435d0,6,train
96a8a528-bba7-11e8-b2ba-ac1f6b6435d0,23,train
e36e3cc2-bbc2-11e8-b2bc-ac1f6b6435d0,25,train
b15261ec-bb99-11e8-b2b9-ac1f6b6435d0,4,train
cb679146-bb9f-11e8-b2b9-ac1f6b6435d0,1,train
c0c03940-bbc3-11e8-b2bc-ac1f6b6435d0,7,train
f52abf4e-bbae-11e8-b2ba-ac1f6b6435d0,0,train
99863f1e-bbaf-11e8-b2ba-ac1f6b6435d0,25,train
180c33e0-bba4-11e8-b2b9-ac1f6b6435d0,21,train
633ad166-bbb1-11e8-b2ba-ac1f6b6435d0,0,train
50fb845c-bbc8-11e8-b2bc-ac1f6b6435d0,0 2,train
f047ffb4-bb9f-11e8-b2b9-ac1f6b6435d0,2 23,train
70ed39c8-bbb3-11e8-b2ba-ac1f6b6435d0,0 22,train
c128217a-bbca-11e8-b2bc-ac1f6b6435d0,0,train
2b5e7f08-bbc6-11e8-b2bc-ac1f6b6435d0,0 25,train
58d4713c-bbac-11e8-b2ba-ac1f6b6435d0,21,train
2e06e254-bba8-11e8-b2ba-ac1f6b6435d0,5,train
2722e696-bbb6-11e8-b2ba-ac1f6b6435d0,0 25 19,train
e00f7cb2-bbae-11e8-b2ba-ac1f6b6435d0,4,train
36273a14-bb9f-11e8-b2b9-ac1f6b6435d0,25 3,train
5fb58b02-bbbc-11e8-b2ba-ac1f6b6435d0,12,train
b893d97c-bb9e-11e8-b2b9-ac1f6b6435d0,0 25,train
bc03073e-bbbe-11e8-b2ba-ac1f6b6435d0,0,train
bf88793e-bbaa-11e8-b2ba-ac1f6b6435d0,0 7,train
3e6f0080-bba9-11e8-b2ba-ac1f6b6435d0,14,train
5eec3c24-bba4-11e8-b2b9-ac1f6b6435d0,2 23,train
13896298-bb9a-11e8-b2b9-ac1f6b6435d0,2,train
c61f169e-bbba-11e8-b2ba-ac1f6b6435d0,0 1 2 4,train
f89c6b5e-bba0-11e8-b2b9-ac1f6b6435d0,0 5,train
2bf44f30-bba1-11e8-b2b9-ac1f6b6435d0,11,train
96c2d694-bbb8-11e8-b2ba-ac1f6b6435d0,0 25 21,train
5be812d4-bbbb-11e8-b2ba-ac1f6b6435d0,0 25,train
f4ceb9e6-bb9b-11e8-b2b9-ac1f6b6435d0,0 19,train
17b44cd2-bba6-11e8-b2ba-ac1f6b6435d0,16,train
78e71d76-bba7-11e8-b2ba-ac1f6b6435d0,0,train
3b630e32-bb9e-11e8-b2b9-ac1f6b6435d0,25 23,train
b64d8110-bbb5-11e8-b2ba-ac1f6b6435d0,21,train
3a346816-bbb3-11e8-b2ba-ac1f6b6435d0,5 22,train
8e06fa80-bbbd-11e8-b2ba-ac1f6b6435d0,4,train
dd9876c8-bbb8-11e8-b2ba-ac1f6b6435d0,18,train
23db568e-bb9e-11e8-b2b9-ac1f6b6435d0,25,train
2b531350-bbaa-11e8-b2ba-ac1f6b6435d0,0 2 7,train
0fe43514-bba9-11e8-b2ba-ac1f6b6435d0,21 6,train
77cf37d6-bba0-11e8-b2b9-ac1f6b6435d0,2,train
669724cc-bbb6-11e8-b2ba-ac1f6b6435d0,0,train
a7337e54-bb9d-11e8-b2b9-ac1f6b6435d0,0 2 5,train
2fe9db0a-bbc9-11e8-b2bc-ac1f6b6435d0,0 3,train
103e2ae4-bb9d-11e8-b2b9-ac1f6b6435d0,23,train
bbd8c0aa-bbbe-11e8-b2ba-ac1f6b6435d0,0 25,train
472a4316-bbad-11e8-b2ba-ac1f6b6435d0,25 2,train
6404f640-bbab-11e8-b2ba-ac1f6b6435d0,19,train
4110ad0c-bbc2-11e8-b2bb-ac1f6b6435d0,25,train
a77699c8-bbbb-11e8-b2ba-ac1f6b6435d0,0 25 13,train
21b1a3a8-bbc7-11e8-b2bc-ac1f6b6435d0,17 18 25,train
2cca4740-bbb3-11e8-b2ba-ac1f6b6435d0,0,train
2688fb02-bbad-11e8-b2ba-ac1f6b6435d0,0 21,train
a036d8f8-bbc5-11e8-b2bc-ac1f6b6435d0,0 2 5,train
133bddd6-bbb6-11e8-b2ba-ac1f6b6435d0,11,train
e298c2b8-bb9a-11e8-b2b9-ac1f6b6435d0,0 23,train
635b25d4-bbc4-11e8-b2bc-ac1f6b6435d0,0 25,train
b79b4ff0-bbbc-11e8-b2ba-ac1f6b6435d0,0 20,train
b84be2b2-bbac-11e8-b2ba-ac1f6b6435d0,0 25 7,train
e399641a-bbbd-11e8-b2ba-ac1f6b6435d0,4,train
bd023f5a-bba1-11e8-b2b9-ac1f6b6435d0,14,train
ddd21da4-bbb0-11e8-b2ba-ac1f6b6435d0,25,train
67522894-bba2-11e8-b2b9-ac1f6b6435d0,3,train
336cd9e2-bb9e-11e8-b2b9-ac1f6b6435d0,0 21,train
d02d5518-bbc6-11e8-b2bc-ac1f6b6435d0,0,train
86eeb864-bbc7-11e8-b2bc-ac1f6b6435d0,0 2,train
c29c41e8-bbb2-11e8-b2ba-ac1f6b6435d0,5,train
938c28a0-bb99-11e8-b2b9-ac1f6b6435d0,2 12 21,train
67489b5e-bbc4-11e8-b2bc-ac1f6b6435d0,0,train
c521f280-bbc8-11e8-b2bc-ac1f6b6435d0,0 25,train
53b4d4b8-bbba-11e8-b2ba-ac1f6b6435d0,23,train
baccb67c-bbc7-11e8-b2bc-ac1f6b6435d0,0 7,train
31b20e2a-bbca-11e8-b2bc-ac1f6b6435d0,1 23,train
94e322b0-bbc8-11e8-b2bc-ac1f6b6435d0,0 25,train
fcb25464-bbab-11e8-b2ba-ac1f6b6435d0,5,train
32a809d0-bbaa-11e8-b2ba-ac1f6b6435d0,6,train
9854c01e-bbb1-11e8-b2ba-ac1f6b6435d0,0 7,train
57c12c30-bba3-11e8-b2b9-ac1f6b6435d0,0,train
c4cbad92-bbb1-11e8-b2ba-ac1f6b6435d0,23,train
b94cc78c-bba5-11e8-b2ba-ac1f6b6435d0,0 2,train
1cb312a6-bbbd-11e8-b2ba-ac1f6b6435d0,0 25 21,train
7a921214-bbb8-11e8-b2ba-ac1f6b6435d0,19,train
b6a69688-bba1-11e8-b2b9-ac1f6b6435d0,0 11,train
4473ea62-bbaf-11e8-b2ba-ac1f6b6435d0,4,train
0266a4f8-bbc7-11e8-b2bc-ac1f6b6435d0,25,train
b79c99f8-bba0-11e8-b2b9-ac1f6b6435d0,0 25 22,train
0bac19d6-bbc1-11e8-b2bb-ac1f6b6435d0,25 18,train
0b6eb490-bbaf-11e8-b2ba-ac1f6b6435d0,0 2 3,train
090df0b8-bbb8-11e8-b2ba-ac1f6b6435d0,0 7,train
4abdafd0-bba4-11e8-b2b9-ac1f6b6435d0,0 2,train
0a83291a-bbc5-11e8-b2bc-ac1f6b6435d0,25,train
25d35d9a-bbc3-11e8-b2bc-ac1f6b6435d0,0,train
ca04e434-bbbd-11e8-b2ba-ac1f6b6435d0,0 21,train
5257a9ec-bbc9-11e8-b2bc-ac1f6b6435d0,25 5,train
384206dc-bba7-11e8-b2ba-ac1f6b6435d0,0 25,train
66a0e39c-bbb4-11e8-b2ba-ac1f6b6435d0,24 5,train
4de539f8-bbc7-11e8-b2bc-ac1f6b6435d0,0,train
3ec60336-bba8-11e8-b2ba-ac1f6b6435d0,1 3,train
f03024a0-bbb0-11e8-b2ba-ac1f6b6435d0,21,train
beacfce2-bba5-11e8-b2ba-ac1f6b6435d0,2,train
6b5030f0-bbbe-11e8-b2ba-ac1f6b6435d0,23,train
384dcb32-bbbd-11e8-b2ba-ac1f6b6435d0,0 26 3 5,train
1f867b02-bb9b-11e8-b2b9-ac1f6b6435d0,0,train
21c533c2-bbb4-11e8-b2ba-ac1f6b6435d0,7,train
3218b024-bbae-11e8-b2ba-ac1f6b6435d0,0 22,train
af37da38-bba6-11e8-b2ba-ac1f6b6435d0,0 25,train
3cc855fe-bbb5-11e8-b2ba-ac1f6b6435d0,3,train
160e6684-bbb9-11e8-b2ba-ac1f6b6435d0,18 4 21,train
6f6de690-bba6-11e8-b2ba-ac1f6b6435d0,16,train
5622e250-bbc7-11e8-b2bc-ac1f6b6435d0,14,train
33970c7c-bbb1-11e8-b2ba-ac1f6b6435d0,25 4 21,train
017f7748-bba6-11e8-b2ba-ac1f6b6435d0,19,train
1d756984-bb9d-11e8-b2b9-ac1f6b6435d0,0 2,train
c7b87a32-bbc8-11e8-b2bc-ac1f6b6435d0,0,train
f5fd654e-bba8-11e8-b2ba-ac1f6b6435d0,2 23,train
0b89204a-bbbf-11e8-b2ba-ac1f6b6435d0,13,train
430ee92c-bbb1-11e8-b2ba-ac1f6b6435d0,0 5 21,train
67031a5c-bbba-11e8-b2ba-ac1f6b6435d0,0 2 7,train
83920410-bba8-11e8-b2ba-ac1f6b6435d0,2 19,train
f77ca6e6-bbbc-11e8-b2ba-ac1f6b6435d0,0 25,train
aaf1c6e0-bbca-11e8-b2bc-ac1f6b6435d0,0 4,train
1f632900-bb9a-11e8-b2b9-ac1f6b6435d0,23,train
fe22e54c-bbb1-11e8-b2ba-ac1f6b6435d0,0 1,train
552d53fc-bb9b-11e8-b2b9-ac1f6b6435d0,5 6,train
081909aa-bb9e-11e8-b2b9-ac1f6b6435d0,0 20,train
9b3cbff8-bbbf-11e8-b2bb-ac1f6b6435d0,0 25,train
bf20d692-bbbb-11e8-b2ba-ac1f6b6435d0,21,train
1c4d8f0c-bba0-11e8-b2b9-ac1f6b6435d0,0 2,train
74a9c7aa-bbc4-11e8-b2bc-ac1f6b6435d0,0 3,train
ab2b44f4-bbb8-11e8-b2ba-ac1f6b6435d0,0,train
e498028e-bbc9-11e8-b2bc-ac1f6b6435d0,0 5 21,train
527d5a46-bba8-11e8-b2ba-ac1f6b6435d0,25,train
7a0d47fe-bbaf-11e8-b2ba-ac1f6b6435d0,25 2,train
3216aff0-bb9e-11e8-b2b9-ac1f6b6435d0,12,train
8ccda20c-bbab-11e8-b2ba-ac1f6b6435d0,23,train
9151c8b6-bbbb-11e8-b2ba-ac1f6b6435d0,0 25,train
ac9b4260-bbc9-11e8-b2bc-ac1f6b6435d0,1 25,train
8d1823dc-bbc8-11e8-b2bc-ac1f6b6435d0,25 18,train
71c63fcc-bbc0-11e8-b2bb-ac1f6b6435d0,0,train
5796e8d0-bbad-11e8-b2ba-ac1f6b6435d0,0 19,train
cf864052-bba8-11e8-b2ba-ac1f6b6435d0,11,train
f32323b4-bbc5-11e8-b2bc-ac1f6b6435d0,2 7,train
1e828104-bbc0-11e8-b2bb-ac1f6b6435d0,6,train
81f31b04-bbc0-11e8-b2bb-ac1f6b6435d0,2,train
1997d404-bbc6-11e8-b2bc-ac1f6b6435d0,14,train
cf0f0fa2-bb9c-11e8-b2b9-ac1f6b6435d0,0 3,train
d5d934f2-bbab-11e8-b2ba-ac1f6b6435d0,25 5,train
b98420e4-bbc6-11e8-b2bc-ac1f6b6435d0,21,train
bd031618-bb9d-11e8-b2b9-ac1f6b6435d0,0 2,train
8577f510-bbc5-11e8-b2bc-ac1f6b6435d0,0,train
b7822dc4-bbb5-11e8-b2ba-ac1f6b6435d0,5,train
621480b8-bbc3-11e8-b2bc-ac1f6b6435d0,23,train
4c87e6a0-bbb8-11e8-b2ba-ac1f6b6435d0,0 16,train
37f3aefc-bbc4-11e8-b2bc-ac1f6b6435d0,25,train
688891c8-bba0-11e8-b2b9-ac1f6b6435d0,19,train
6a4d1e98-bbc3-11e8-b2bc-ac1f6b6435d0,2,train
4c3cf9b8-bbb5-11e8-b2ba-ac1f6b6435d0,4,train
940dbd80-bbca-11e8-b2bc-ac1f6b6435d0,6,train
1ed6f1a6-bba4-11e8-b2b9-ac1f6b6435d0,0 25 7,train
25266122-bb9a-11e8-b2b9-ac1f6b6435d0,0,train
85bc8ae8-bbb3-11e8-b2ba-ac1f6b6435d0,1,train
c2d9871a-bba3-11e8-b2b9-ac1f6b6435d0,5,train
88b7512e-bb9f-11e8-b2b9-ac1f6b6435d0,13,train
0f0cf83c-bba5-11e8-b2ba-ac1f6b6435d0,25 21,train
55dc275c-bba4-11e8-b2b9-ac1f6b6435d0,0 25,train
d2d0fecc-bba4-11e8-b2ba-ac1f6b6435d0,0 18,train
b2020902-bbbd-11e8-b2ba-ac1f6b6435d0,0 23,train
42212382-bbc4-11e8-b2bc-ac1f6b6435d0,11,train
d4941302-bb9f-11e8-b2b9-ac1f6b6435d0,0,train
9f3ead6a-bbaf-11e8-b2ba-ac1f6b6435d0,14,train
ab2cfb96-bbae-11e8-b2ba-ac1f6b6435d0,3,train
4a9d5e88-bbc7-11e8-b2bc-ac1f6b6435d0,0 2,train
2373402c-bbbb-11e8-b2ba-ac1f6b6435d0,0 25,train
267ed068-bbae-11e8-b2ba-ac1f6b6435d0,0 7,train
2b135580-bbc3-11e8-b2bc-ac1f6b6435d0,0 21,train
272f131e-bbbe-11e8-b2ba-ac1f6b6435d0,5,train
89e0677c-bbb1-11e8-b2ba-ac1f6b6435d0,6,train
38293f5c-bbbc-11e8-b2ba-ac1f6b6435d0,0 22,train
4fa20d3e-bba4-11e8-b2b9-ac1f6b6435d0,0 23,train
fadce44c-bba6-11e8-b2ba-ac1f6b6435d0,0 25,train
64a43d9a-bbc4-11e8-b2bc-ac1f6b6435d0,1 23,train
396d820a-bbbd-11e8-b2ba-ac1f6b6435d0,12,train
8222afde-bbc2-11e8-b2bb-ac1f6b6435d0,0,train
da3031f4-bbc9-11e8-b2bc-ac1f6b6435d0,25 2 21,train
994a5c46-bba6-11e8-b2ba-ac1f6b6435d0,25 4,train
6b9037b4-bbbd-11e8-b2ba-ac1f6b6435d0,0 21,train
c8324458-bbb8-11e8-b2ba-ac1f6b6435d0,19,train
ff0a2ba8-bbae-11e8-b2ba-ac1f6b6435d0,0 25,train
0190855a-bbca-11e8-b2bc-ac1f6b6435d0,23,train
a1bc5632-bba5-11e8-b2ba-ac1f6b6435d0,3,train
076356c6-bbaa-11e8-b2ba-ac1f6b6435d0,7,train
d3365b06-bbbc-11e8-b2ba-ac1f6b6435d0,0,train
b12b316e-bbbf-11e8-b2bb-ac1f6b6435d0,4,train
109c787e-bb9d-11e8-b2b9-ac1f6b6435d0,21,train
3c5aff92-bbc2-11e8-b2bb-ac1f6b6435d0,0 25,train
383cdb0a-bbb4-11e8-b2ba-ac1f6b6435d0,2 21,train
ba05ebba-bba3-11e8-b2b9-ac1f6b6435d0,5,train
693a829e-bb9a-11e8-b2b9-ac1f6b6435d0,11,train
c0f378b8-bba6-11e8-b2ba-ac1f6b6435d0,2 23,train
bac1eaa4-bbbc-11e8-b2ba-ac1f6b6435d0,21 14,train
1b46d63a-bbb0-11e8-b2ba-ac1f6b6435d0,25 3,train
67a2f122-bbb4-11e8-b2ba-ac1f6b6435d0,0,train
de2814f6-bbc5-11e8-b2bc-ac1f6b6435d0,0 25,train
2a9a4760-bba7-11e8-b2ba-ac1f6b6435d0,7,train
d8e3c734-bbc4-11e8-b2bc-ac1f6b6435d0,6,train
1a446a12-bba2-11e8-b2b9-ac1f6b6435d0,23,train
bef5e0ca-bba4-11e8-b2ba-ac1f6b6435d0,0 18,train
cf8ef22e-bbb7-11e8-b2ba-ac1f6b6435d0,4,train
afb9000c-bbc1-11e8-b2bb-ac1f6b6435d0,25 21,train
946b2eea-bbc8-11e8-b2bc-ac1f6b6435d0,0 19,train
e62811e0-bbc7-11e8-b2bc-ac1f6b6435d0,0 2,train
a07e5f1e-bbc2-11e8-b2bc-ac1f6b6435d0,7,train
bb7daac4-bbac-11e8-b2ba-ac1f6b6435d0,0 25,train
584dff6c-bbb1-11e8-b2ba-ac1f6b6435d0,1 21 25,train
5c1348b2-bba9-11e8-b2ba-ac1f6b6435d0,0,train
af96c00a-bba3-11e8-b2b9-ac1f6b6435d0,0 25 13,train
71528116-bbae-11e8-b2ba-ac1f6b6435d0,25 5,train
9b98951a-bbad-11e8-b2ba-ac1f6b6435d0,0 22,train
39c4d36c-bbad-11e8-b2ba-ac1f6b6435d0,0 23,train
0459e68a-bbbd-11e8-b2ba-ac1f6b6435d0,4 21,train
daf99b4c-bbc5-11e8-b2bc-ac1f6b6435d0,3,train
38e9ff54-bbca-11e8-b2bc-ac1f6b6435d0,21,train
096c493c-bbb9-11e8-b2ba-ac1f6b6435d0,0 25 2,train
7459bdcc-bbca-11e8-b2bc-ac1f6b6435d0,0,train
fb49c212-bbc2-11e8-b2bc-ac1f6b6435d0,6,train
c80d873a-bbbd-11e8-b2ba-ac1f6b6435d0,12,train
4f1c2cfa-bbc7-11e8-b2bc-ac1f6b6435d0,7,train
2070df10-bbac-11e8-b2ba-ac1f6b6435d0,0 25,train
aa81349c-bbb7-11e8-b2ba-ac1f6b6435d0,0 5,train
a3acf07e-bbb8-11e8-b2ba-ac1f6b6435d0,25 23,train
30546e82-bbbc-11e8-b2ba-ac1f6b6435d0,11,train
4eb199b4-bbc0-11e8-b2bb-ac1f6b6435d0,25 21,train
30664630-bbc0-11e8-b2bb-ac1f6b6435d0,19,train
28c634fe-bb9c-11e8-b2b9-ac1f6b6435d0,26 3,train
e8eb3b6c-bbbf-11e8-b2bb-ac1f6b6435d0,0,train
bc1b3668-bbbb-11e8-b2ba-ac1f6b6435d0,24,train
17f49874-bbaf-11e8-b2ba-ac1f6b6435d0,5,train
b4980064-bbad-11e8-b2ba-ac1f6b6435d0,16 17 7,train
82f891a2-bbc8-11e8-b2bc-ac1f6b6435d0,7,train
88fcc8c4-bbc9-11e8-b2bc-ac1f6b6435d0,4,train
5ddbe06a-bb9e-11e8-b2b9-ac1f6b6435d0,14,train
82f6782a-bbca-11e8-b2bc-ac1f6b6435d0,1,train
e0aaae22-bbbc-11e8-b2ba-ac1f6b6435d0,25,train
ee329fe6-bb99-11e8-b2b9-ac1f6b6435d0,0 23,train
fdf21ee4-bba2-11e8-b2b9-ac1f6b6435d0,2,train
9a96cf48-bba2-11e8-b2b9-ac1f6b6435d0,0,train
e5365220-bb99-11e8-b2b9-ac1f6b6435d0,16 25 14,train
8bceed66-bbc9-11e8-b2bc-ac1f6b6435d0,25,train
80bdca64-bbc9-11e8-b2bc-ac1f6b6435d0,0 3,train
fda7529c-bbc5-11e8-b2bc-ac1f6b6435d0,0 23,train
c06dbe6a-bbb2-11e8-b2ba-ac1f6b6435d0,0 25 21,train
c75c8f2e-bbc3-11e8-b2bc-ac1f6b6435d0,13,train
d5af32b2-bbc7-11e8-b2bc-ac1f6b6435d0,0,train
fdab1f16-bb9e-11e8-b2b9-ac1f6b6435d0,4,train
bade173a-bb9c-11e8-b2b9-ac1f6b6435d0,25 2 7,train
96e4b916-bbc8-11e8-b2bc-ac1f6b6435d0,25,train
c26c0998-bbac-11e8-b2ba-ac1f6b6435d0,5,train
cc72e4ae-bba0-11e8-b2b9-ac1f6b6435d0,2,train
ff8ebd3a-bbc4-11e8-b2bc-ac1f6b6435d0,0 19,train
9af9d994-bbb6-11e8-b2ba-ac1f6b6435d0,22,train
43d730c2-bbba-11e8-b2ba-ac1f6b6435d0,0,train
0a3838c8-bbb2-11e8-b2ba-ac1f6b6435d0,0,train
fe28deb8-bbb4-11e8-b2ba-ac1f6b6435d0,0 25,train
57ddc9e4-bba8-11e8-b2ba-ac1f6b6435d0,0 23,train
