Id,Target
30471_1445_C9_1,5 2 25
30471_1445_C9_2,5 2 25
30471_1450_C9_3,5 2 25
30471_1450_C9_4,5 2 25
30471_1564_A5_1,5 2 25
30471_1564_A5_2,5 2 25
30472_364_A5_1,5 2 25
30472_364_A5_2,5 2 25
30472_365_A5_2,5 2 25
30472_365_A5_3,5 2 25
30472_369_A5_2,5 2 25
30472_369_A5_3,5 2 25
3064_1198_C4_1,0
3064_1198_C4_2,0
3064_1201_C4_1,0
3064_1201_C4_2,0
3064_1226_F10_1,0
3064_1226_F10_2,0
30902_381_C5_1,4
30902_381_C5_2,4
30902_389_C5_1,4
30902_389_C5_2,4
30902_398_C5_1,4
30902_398_C5_2,4
30903_599_B12_1,4
30903_599_B12_2,4
30903_601_B12_1,4
30903_601_B12_4,4
30903_603_B12_1,4
30903_603_B12_2,4
31124_1240_A7_3,3 22
31124_1240_A7_4,3 22
31124_331_G5_1,3 22
31124_331_G5_3,3 22
31124_333_G5_1,3 22
31124_333_G5_2,3 22
31240_1645_E5_33,18 17
31240_1645_E5_34,18 17
31240_1660_E6_1,18 17
31240_1660_E6_2,18 17
3152_59_E10_1,3
3152_59_E10_2,3
3152_60_E10_1,3
3152_60_E10_2,3
3152_61_E10_1,3
3152_61_E10_2,3
3203_1124_H9_2,19 25
3203_1124_H9_3,19 25
3203_59_H10_1,25 19
3203_59_H10_2,25 19
3203_61_H10_1,19 25
3203_61_H10_2,25 19
3243_32_D5_1,25 5 22 21
3243_32_D5_2,25 5 22 21
3243_33_D5_1,25 5 22 21
3243_33_D5_2,25 5 22 21
3243_34_D5_1,22 5 25 21
3243_34_D5_2,25 5 22 21
3311_1150_D4_2,19
3311_1150_D4_3,19
3311_1596_G10_1,19
3311_1596_G10_2,19
3311_59_F11_1,19
3311_59_F11_2,19
3384_32_B2_1,25
3384_32_B2_2,25
3384_33_B2_1,25
3384_33_B2_2,25
3384_34_B2_1,25
3384_34_B2_2,25
3424_1445_A10_1,23 25
3424_1445_A10_5,23 25
3424_1450_A10_1,23 25
3424_1450_A10_2,23 25
3424_1476_G10_2,23 25
3424_1476_G10_5,23 25
34583_712_C3_1,0
34583_712_C3_2,0
34583_804_C3_1,0
34583_804_C3_2,0
34583_964_C3_1,0
34583_964_C3_2,0
34745_380_G8_1,0 16
34745_380_G8_2,16 0
34745_382_G8_1,0 16
34745_382_G8_2,16 0
34745_397_G8_2,16 0
34745_397_G8_3,16 0
34746_380_G11_1,0 16
34746_380_G11_2,0 16
34746_382_G11_1,16 0
34746_382_G11_2,0 16
34746_397_G11_1,0 16
34746_397_G11_2,0 16
35311_376_G11_2,0
35311_376_G11_3,0
35311_378_G11_1,0
35311_378_G11_2,0
35311_383_G11_4,0
35311_383_G11_5,0
36422_434_H4_1,4
36422_434_H4_2,4
36422_450_H4_1,4
36422_450_H4_3,4
36422_453_H4_3,4
36422_453_H4_4,4
3734_56_A8_1,7
3734_56_A8_2,7
3734_57_A8_1,7
3734_57_A8_2,7
3734_58_A8_1,7
3734_58_A8_2,7
37737_1000_C8_1,25 0
37737_1000_C8_2,25 0
37737_1003_C8_1,25 0
37737_1003_C8_2,25 0
37737_1145_C9_1,25 0
37737_1145_C9_2,25 0
37827_422_A11_1,23
37827_422_A11_2,23
37827_423_A11_1,23
37827_423_A11_2,23
37827_426_A11_1,23
37827_426_A11_2,23
37983_754_D10_5,25 19
37983_754_D10_6,25 19
37983_758_D10_1,25 19
37983_758_D10_2,25 19
37983_813_D10_2,25 19
37983_813_D10_3,25 19
38575_1253_B10_1,6
38575_1253_B10_3,6
38575_431_B8_1,6
38575_431_B8_2,6
38575_443_B8_1,6
38575_443_B8_2,6
38713_1142_C1_8,21 0
38713_1142_C1_9,21 0
38713_1253_A10_2,21 0
38713_1253_A10_3,21 0
38713_443_F7_5,21 0
38713_443_F7_6,21 0
3875_1566_D11_1,25 21 0
3875_1566_D11_2,25 21 0
3875_1568_D11_1,25 21 0
3875_1568_D11_2,25 21 0
3875_1579_E5_1,25 21 0
3875_1579_E5_2,25 21 0
38764_1046_F10_3,21
38764_1046_F10_4,21
38764_1179_F12_1,21
38764_1179_F12_3,21
38764_537_H2_1,21
38764_537_H2_2,21
3881_32_G11_1,0
3881_32_G11_2,0
3881_34_G11_1,0
3881_34_G11_2,0
38873_517_G12_1,23
38873_517_G12_2,23
38873_520_G12_1,23
38873_520_G12_3,23
38873_523_G12_2,23
38873_523_G12_3,23
38925_537_C10_2,25
38925_537_C10_3,25
38925_540_C10_1,25
38925_540_C10_2,25
38934_563_D7_1,25
38934_563_D7_2,25
38934_566_D7_1,25
38934_566_D7_2,25
38934_569_D7_1,25
38934_569_D7_4,25
3920_71_C2_1,25 21
3920_71_C2_2,25 21
3920_72_C2_1,25 21
3920_72_C2_2,25 21
3920_73_C2_1,25 21
3920_73_C2_2,25 21
39247_563_B12_1,14
39247_563_B12_2,14
39247_566_B12_1,14
39247_566_B12_2,14
39247_569_B12_1,14
39247_569_B12_2,14
39501_468_F6_2,25 7
39501_468_F6_3,25 7
39501_470_F6_1,25 7
39501_470_F6_2,25 7
39501_473_F6_3,25 7
39501_473_F6_4,25 7
39954_824_E3_3,5 25 0
39954_824_E3_5,5 25 0
39954_884_E3_2,5 25 0
39954_884_E3_4,5 25 0
39954_978_E3_1,5 25 0
39954_978_E3_2,5 25 0
40736_754_F7_4,21 7
40736_754_F7_5,21 7
40736_758_F7_1,21 7
40736_758_F7_2,21 7
40736_813_F7_1,21 7
40736_813_F7_4,21 7
4099_74_A4_1,25
4099_74_A4_2,25
4099_75_A4_1,25
4099_75_A4_2,25
4099_76_A4_1,25
4099_76_A4_2,25
42122_537_F5_1,25
42122_537_F5_2,25
42122_540_F5_1,25
42122_540_F5_9,25
42122_553_F5_1,25
42122_553_F5_2,25
42123_754_E8_4,5 0
42123_754_E8_5,5 0
42123_758_E8_3,5 0
42123_758_E8_4,5 0
42123_813_E8_2,5 0
42123_813_E8_4,5 0
42125_751_G11_1,0
42125_751_G11_2,0
42125_805_D1_1,0
42125_805_D1_2,0
42141_1128_E7_4,2 19
42141_1128_E7_5,2 19
42141_758_G7_1,2 19
42141_758_G7_2,2 19
42141_813_G7_2,2 19
42141_813_G7_3,2 19
42528_807_F5_1,0
42528_807_F5_2,0
42528_979_H9_1,0
42528_979_H9_2,0
42642_640_B12_1,19
42642_640_B12_2,19
42642_641_B12_1,19
42642_641_B12_4,19
42642_642_B12_1,19
42642_642_B12_2,19
42689_468_F7_1,25
42689_468_F7_2,25
42689_470_F7_1,25
42689_470_F7_3,25
42689_473_F7_2,25
42689_473_F7_4,25
42715_767_H10_1,23 25
42715_767_H10_2,23 25
42715_779_H10_1,23 25
42715_779_H10_2,23 25
42715_820_F8_1,23 25
42715_820_F8_2,23 25
42720_1704_C11_18_cr57d8265f33e20,6
42720_1704_C11_22_cr57d82666cb4a8,6
42720_1762_E1_3,6
42720_1762_E1_4,6
42720_491_G8_1,6
42720_491_G8_2,6
42759_575_B4_1,21
42759_575_B4_2,21
43069_599_E9_1,23
43069_599_E9_2,23
43069_601_E9_1,23
43069_601_E9_3,23
43069_603_E9_1,23
43069_603_E9_2,23
43131_469_D8_1,25
43131_469_D8_2,25
43131_472_D8_1,25
43131_472_D8_2,25
43131_476_D8_1,25
43131_476_D8_2,25
43232_859_A4_1,25 21 7
43232_859_A4_2,25 21 7
43232_862_A4_1,25 21 7
43232_862_A4_2,25 21 7
43271_728_A6_1,25 21
43271_728_A6_2,25 21
43271_748_A6_1,25 21
43271_748_A6_2,25 21
43271_896_A6_1,25 21
43271_896_A6_2,25 21
4334_1081_B2_1,25 22
4334_1081_B2_2,25 22
4334_62_E12_1,25 22
4334_62_E12_2,25 22
4334_63_E12_1,25 22
4334_63_E12_2,25 22
43684_822_B12_1,14
43684_822_B12_2,14
43684_831_G9_1,14
43684_831_G9_2,14
43684_882_G9_1,14
43684_882_G9_4,14
43705_550_F11_1,23
43705_550_F11_4,23
43705_567_F11_1,23
43705_567_F11_2,23
43724_504_E8_2,25 6
43724_504_E8_3,25 6
43724_506_E8_1,25 6
43724_506_E8_2,25 6
43724_555_E8_1,25 6
43724_555_E8_2,25 6
43729_1026_D8_1,25 0
43729_1026_D8_2,25 0
43729_954_B12_1,25 0
43729_954_B12_2,25 0
43729_956_B12_3,25 0
43729_956_B12_5,25 0
43789_550_E12_1,0
43789_550_E12_2,0
43789_559_E12_1,0
43789_559_E12_2,0
43789_567_E12_1,0
43789_567_E12_2,0
44629_824_C1_2,23
44629_824_C1_3,23
44629_884_C1_1,23
44629_884_C1_3,23
44629_978_C1_1,23
44629_978_C1_2,23
44735_1354_A6_1,2
44735_1354_A6_4,2
44833_522_F11_1,0
44833_522_F11_2,0
44833_527_F11_3,0
44833_527_F11_4,0
44833_529_F11_1,0
44833_529_F11_2,0
44839_579_D7_1,23
44839_579_D7_2,23
44839_581_D7_1,23
44839_581_D7_2,23
44839_591_D7_1,23
44839_591_D7_2,23
45034_1203_A5_1,2 25
45034_1203_A5_3,2 25
45034_861_E5_1,2 25
45034_861_E5_2,2 25
45034_880_E5_1,2 25
45034_880_E5_3,2 25
45042_1413_A5_1,21
45042_1413_A5_3,21
45244_1635_C3_31,3
45244_1635_C3_32,3
45244_1658_H1_1,3
45244_1658_H1_3,3
45244_738_E8_1,3
45244_738_E8_2,3
45246_1391_B9_1,0
45246_1391_B9_2,0
45246_808_A11_3,0
45246_808_A11_5,0
45246_855_A11_1,0
45246_855_A11_2,0
452_1715_H1_31,11
452_1715_H1_32,11
452_1790_A8_1,11
452_1790_A8_5,11
45307_526_G11_1,6
45307_526_G11_2,6
45307_528_G11_1,6
45307_528_G11_2,6
45307_545_G11_1,6
45307_545_G11_2,6
45423_579_D9_1,25
45423_579_D9_2,25
45423_581_D9_2,25
45423_581_D9_3,25
45423_591_D9_1,25
45423_591_D9_2,25
45652_1452_B3_1,3
45652_1452_B3_2,3
45652_1517_B3_1,3
45652_1517_B3_2,3
45652_1564_E8_1,3
45652_1564_E8_2,3
45683_1397_A4_1,2
45683_1397_A4_3,2
45683_1402_A4_10,2
45683_1402_A4_11,2
45683_1440_H11_2,2
45683_1440_H11_5,2
45697_1168_D8_2,11
45697_1168_D8_3,11
45697_1257_D8_4,11
45697_1257_D8_5,11
45697_1715_H5_3_cr57fd30536afd1,11
45697_1715_H5_7_cr57fd305ca4e80,11
46346_740_G11_4,2 25
46346_740_G11_6,2 25
46346_784_G11_1,2 25
46346_784_G11_2,2 25
46346_876_E3_1,2 25
46346_876_E3_2,2 25
46368_716_G6_1,25 19
46368_716_G6_2,25 19
46368_719_G6_1,25 19
46368_719_G6_3,25 19
46368_764_G6_1,25 19
46368_764_G6_2,25 19
46385_1334_C4_1,25 6
46385_1334_C4_2,25 6
46385_765_C4_1,25 6
46385_765_C4_2,25 6
46385_771_C4_1,25 6
46385_771_C4_2,25 6
46388_738_E12_1,23
46388_738_E12_3,23
46388_750_E12_1,23
46388_750_E12_2,23
46388_871_C6_1,23
46388_871_C6_2,23
46423_918_G10_1,0
46423_918_G10_2,0
46423_981_B5_2,0
46423_981_B5_4,0
46423_984_B5_1,0
46423_984_B5_2,0
46590_738_H9_1,21 0
46590_738_H9_2,21 0
46590_750_H9_1,21 0
46590_750_H9_2,21 0
46590_871_B6_3,21 0
46590_871_B6_5,21 0
46695_740_A12_5,2 25
46695_740_A12_7,2 25
46695_784_A12_1,2 25
46695_784_A12_2,2 25
46695_837_H4_11,2 25
46695_837_H4_6,2 25
46835_824_H5_1,23
46835_824_H5_2,23
46835_884_H5_1,23
46835_884_H5_2,23
46835_978_H5_1,23
46835_978_H5_2,23
46872_573_E10_3,2
46872_573_E10_4,2
46872_589_E10_1,2
46872_589_E10_2,2
46872_709_E10_1,2
46872_709_E10_2,2
46876_573_C10_3,25
46876_573_C10_4,25
46876_589_C10_1,25
46876_589_C10_2,25
46876_709_C10_2,25
46876_709_C10_3,25
46943_1137_A4_1,23
46943_1137_A4_2,23
46943_573_G2_3,23
46943_573_G2_4,23
46970_589_A5_1,0
46970_589_A5_2,0
46987_1354_A1_2,2
46987_1354_A1_5,2
47001_735_B4_1,4
47001_735_B4_2,4
47001_742_H8_2,4
47001_742_H8_3,4
47001_749_B4_1,4
47001_749_B4_2,4
47027_1472_C8_2,25
47027_1472_C8_5,25
47027_573_B7_3,25
47027_573_B7_4,25
47027_709_B7_2,25
47027_709_B7_3,25
47038_739_B7_1,0
47038_739_B7_2,0
47038_753_B7_1,0
47038_753_B7_2,0
47038_864_E6_1,0
47038_864_E6_2,0
47097_1334_F3_1,25
47097_1334_F3_2,25
47097_735_G3_1,25
47097_735_G3_2,25
47097_749_G3_1,25
47097_749_G3_2,25
47157_776_D7_1,25 21
47157_776_D7_2,25 21
47157_789_D7_1,25 21
47157_789_D7_2,25 21
47217_711_D7_1,2 25
47217_711_D7_2,2 25
47217_723_D7_1,2 25
47217_723_D7_2,2 25
47217_866_D7_1,2 25
47217_866_D7_2,2 25
47232_1444_B1_1,2 21
47232_1444_B1_4,2 21
47232_1449_B1_6,2 21
47232_1449_B1_7,2 21
47232_1462_B5_1,2 21
47232_1462_B5_2,2 21
47366_1375_B3_1,25 0
47366_1375_B3_2,25 0
47366_1384_B3_1,25 0
47366_1384_B3_3,25 0
47366_1441_D8_1,25 0
47366_1441_D8_3,25 0
47397_766_C2_1,5 2
47397_766_C2_2,5 2
47397_778_C2_3,5 2
47397_778_C2_4,5 2
47397_821_H1_1,5 2
47397_821_H1_2,5 2
47443_792_C9_11,14
47443_792_C9_7,14
47443_795_C9_7,14
47443_795_C9_8,14
47443_799_C9_1,14
47443_799_C9_2,14
47451_1391_F6_1,0
47451_1391_F6_2,0
47451_835_G4_1,0
47451_835_G4_2,0
47457_780_F11_1,2 0
47457_780_F11_2,2 0
47457_788_F11_1,2 0
47457_788_F11_2,2 0
47457_864_D11_1,2 0
47457_864_D11_2,2 0
47533_1145_D10_1,1 7
47533_1145_D10_2,1 7
47533_735_D8_1,1 7
47533_735_D8_2,1 7
47533_749_D8_1,1 7
47533_749_D8_2,1 7
47679_1240_B9_2,23
47679_1240_B9_4,23
47679_791_D9_1,23
47679_791_D9_2,23
47679_794_D9_1,23
47679_794_D9_2,23
47725_739_E8_3,7
47725_739_E8_4,7
47725_753_E8_1,7
47725_753_E8_2,7
47725_876_C4_1,7
47725_876_C4_2,7
47814_1397_D11_5,25 21
47814_1397_D11_6,25 21
47814_1495_G5_10,25 21
47814_1495_G5_7,25 21
47814_1774_F8_40,25 21
47814_1774_F8_42,25 21
47843_728_F7_1,25
47843_728_F7_2,25
47843_748_F7_1,25
47843_748_F7_2,25
47843_896_F7_1,25
47843_896_F7_2,25
47844_728_G7_1,2 25
47844_728_G7_2,2 25
47844_748_G7_1,2 25
47844_748_G7_2,2 25
47844_896_G7_1,2 25
47844_896_G7_2,2 25
47849_824_B6_1,25 0
47849_824_B6_4,25 0
47849_884_B6_3,25 0
47849_884_B6_4,25 0
47849_978_B6_1,25 0
47849_978_B6_4,25 0
47864_1623_H4_3,23
47864_1623_H4_6,23
47864_1645_G11_15_cr57b568eb09215,23
47864_1645_G11_19_cr57b568f223f4d,23
47864_781_D11_1,23
47864_781_D11_2,23
47929_1609_D4_1,19
47929_1609_D4_2,19
47929_1625_F7_1,19
47929_1625_F7_2,19
47929_1634_D4_1,19
47929_1634_D4_2,19
48064_791_F1_1,5 0
48064_791_F1_2,5 0
48064_794_F1_1,5 0
48064_794_F1_2,5 0
48064_798_F1_1,5 0
48064_798_F1_2,5 0
48084_711_D10_1,25
48084_711_D10_2,25
48084_723_D10_4,25
48084_723_D10_5,25
48320_1711_H9_1,4 21
48320_1711_H9_2,4 21
48320_1712_B12_14_cr5804a7b6268fd,4 21
48320_1712_B12_24_cr5804a7c7dcdc9,4 21
48320_1737_C3_13_cr58063ebd153c9,4 21
48320_1737_C3_2_cr58063eb3ccd17,4 21
48671_716_D7_1,25 0
48671_716_D7_2,25 0
48671_719_D7_1,25 0
48671_719_D7_2,25 0
48671_764_D7_1,25 0
48671_764_D7_2,25 0
49324_1150_D11_2,25
49324_1150_D11_3,25
49324_1533_B4_1,25
49324_1533_B4_3,25
49495_735_G7_1,25
49495_735_G7_2,25
49495_749_G7_1,25
49495_749_G7_2,25
49495_762_E12_1,25
49495_762_E12_2,25
49546_756_G8_1,3
49546_756_G8_2,3
49546_760_G8_2,3
49546_760_G8_4,3
49546_775_G8_3,3
49546_775_G8_4,3
49817_780_F6_3,0 1
49817_780_F6_6,0 1
49817_788_F6_1,0 1
49817_788_F6_2,0 1
49817_863_F4_1,0 1
49817_863_F4_3,0 1
49866_735_A9_1,11
49866_735_A9_2,11
49866_749_A9_1,11
49866_749_A9_2,11
49866_823_E1_2,11
49866_823_E1_3,11
49905_1182_E9_2,25
49905_1182_E9_3,25
49905_911_C8_1,25
49905_911_C8_2,25
49905_912_C8_1,25
49905_912_C8_2,25
49949_827_F8_1,25
49949_827_F8_2,25
49949_829_F8_3,25
49949_829_F8_4,25
49949_977_F8_1,25
49949_977_F8_3,25
499_56_B10_1,7
499_56_B10_2,7
499_57_B10_1,7
499_57_B10_2,7
499_58_B10_1,7
499_58_B10_2,7
50126_776_C8_1,0
50126_776_C8_3,0
50126_789_C8_1,0
50126_789_C8_2,0
50126_899_C8_1,0
50126_899_C8_2,0
50196_787_E8_1,25
50196_787_E8_2,25
50196_840_G8_1,25
50196_840_G8_2,25
50374_777_C1_1,0
50374_777_C1_2,0
50374_790_C1_1,0
50374_790_C1_2,0
50374_816_C1_2,0
50374_816_C1_3,0
50406_765_B12_1,3 23
50406_765_B12_3,3 23
50406_771_B12_1,3 23
50406_771_B12_4,3 23
50406_979_D10_1,3 23
50406_979_D10_5,3 23
51027_1500_H6_4,0
51027_1500_H6_5,0
51027_1505_H6_2,0
51027_1505_H6_3,0
51027_1518_G2_2,0
51027_1518_G2_3,0
51120_827_A12_1,25
51120_827_A12_5,25
51120_829_A12_2,25
51120_829_A12_4,25
51120_977_A12_1,25
51120_977_A12_2,25
51288_740_C1_4,2 25
51288_740_C1_5,2 25
51288_784_C1_1,2 25
51288_784_C1_2,2 25
51288_838_F6_1,2 25
51288_838_F6_2,2 25
51321_716_E12_1,13
51321_716_E12_5,13
51321_719_E12_1,13
51321_719_E12_2,13
51321_764_E12_1,13
51321_764_E12_2,13
51324_792_B7_1,25
51324_792_B7_2,25
51324_795_B7_1,25
51324_795_B7_2,25
51324_799_B7_1,25
51324_799_B7_2,25
51334_1028_B8_3,25
51334_1028_B8_4,25
51334_802_B8_2,25
51334_802_B8_4,25
51334_987_E11_1,25
51334_987_E11_2,25
51465_766_F2_1,23
51465_766_F2_2,23
51465_778_F2_1,23
51465_778_F2_2,23
51465_987_A11_1,23
51465_987_A11_2,23
51714_1056_E2_1,19
51714_1056_E2_2,19
51714_1150_H10_1,19
51714_1150_H10_3,19
51714_1248_A2_1,19
51714_1248_A2_2,19
51757_1002_E3_1,25
51757_1002_E3_2,25
51757_1004_E3_2,25
51757_1004_E3_3,25
51758_767_A9_1,25 19
51758_767_A9_2,25 19
51758_779_A9_1,25 19
51758_779_A9_2,25 19
51758_987_D8_1,25 19
51758_987_D8_2,25 19
51759_767_H8_1,2 25
51759_767_H8_2,2 25
51759_779_H8_3,2 25
51759_779_H8_6,2 25
51759_987_C8_1,2 25
51759_987_C8_2,2 25
51765_757_F12_1,25 21 0
51765_757_F12_2,25 21 0
51765_761_F12_1,25 21 0
51765_761_F12_2,25 21 0
51765_769_F12_2,25 21 0
51765_769_F12_4,25 21 0
51783_1033_G12_1,25 22 21
51783_1033_G12_3,25 22 21
51783_761_F1_1,25 22 21
51783_761_F1_2,25 22 21
51785_757_G1_1,25 22 21
51785_757_G1_2,25 22 21
51785_761_G1_1,25 22 21
51785_761_G1_2,25 22 21
51785_769_G1_1,25 22 21
51785_769_G1_5,25 22 21
51808_782_G4_4,25 7
51808_782_G4_5,25 7
51808_787_G4_1,25 7
51808_787_G4_2,25 7
51808_865_A9_1,25 7
51808_865_A9_2,25 7
51855_821_B1_1,25
51855_821_B1_2,25
51855_832_E6_3,25
51855_832_E6_4,25
51855_986_E6_1,25
51855_986_E6_2,25
51993_766_G8_1,25
51993_766_G8_2,25
51993_778_G8_1,25
51993_778_G8_2,25
51993_821_F5_1,25
51993_821_F5_2,25
52097_808_G6_1,2
52097_808_G6_2,2
52097_822_E1_3,2
52097_822_E1_4,2
52097_855_G6_1,2
52097_855_G6_2,2
52450_808_G3_3,25 21 0
52450_808_G3_4,25 21 0
52450_987_C5_1,25 21 0
52450_987_C5_2,25 21 0
52487_1143_B2_2,19
52487_1143_B2_3,19
52487_1222_D10_2,19
52487_1222_D10_3,19
52504_1028_G12_4,0
52504_1028_G12_5,0
52504_802_G12_2,0
52504_802_G12_3,0
52504_987_G4_1,0
52504_987_G4_2,0
52535_1028_F12_1,0
52535_1028_F12_4,0
52535_1309_G10_2,0
52535_1309_G10_3,0
52535_802_F12_1,0
52535_802_F12_2,0
52623_1773_B10_3,25 19
52623_1773_B10_4,25 19
52623_767_B6_3,25 19
52623_767_B6_5,25 19
52623_987_F4_1,25 19
52623_987_F4_2,25 19
528_20_G6_1,25
528_20_G6_2,25
528_21_G6_1,25
528_21_G6_2,25
528_22_G6_1,25
528_22_G6_2,25
