Id,Target
17450_641_E8_5,25
1841_68_G9_2,23 0
42189_532_D1_1,16 0
29167_327_B12_1,25 5 0
58778_1308_D7_3,25
51024_882_F3_1,2
21643_189_B6_1,23
4938_1660_H5_4,0
8149_1682_D1_1,6
48668_1375_D3_4,0
1154_si26_E6_18,0
43184_1501_F1_2,0
7244_19_H7_2,8
46099_1162_C3_1,0
36409_si23_E7_1,23
38356_448_G7_2,25 0
41341_1381_B4_1,24 0
40542_385_E1_3,25 0 21
30262_271_F9_2,25
41158_1484_H7_1,7 21
24726_285_H6_1,12 25
39285_1177_C4_2,25 0
36407_431_G2_3,18
71856_1418_E3_1,25 4
7045_44_A3_1,25
46715_762_H5_2,25
10729_90_H4_1,21
49432_738_B12_1,0
6049_113_B1_1,25 0
43410_748_G5_1,25 7
41806_557_F3_1,25
51075_736_A11_1,0
40778_1675_C4_31,18
38935_1033_C12_5,2
29480_272_E2_2,0
24645_1616_G9_5,7
59503_1049_C11_1,16
42787_532_C11_4,12 25
17235_133_E12_1,25
44976_1422_E11_1,3
7912_1386_F6_1,25
36228_1717_A7_17_cr57f520543a39a,23 5
37261_633_C4_2,3
51147_810_B6_2,12 23
30124_303_C7_3,25
8424_26_B12_1,6
55366_878_D5_2,5 0
62473_1408_E4_3,20
40648_472_C9_1,23
10515_87_E1_10,20 0
5192_635_H8_4,25 21
39837_620_G12_2,0
54551_1272_D2_6,25 5
72007_1412_H1_2,25
17303_1161_G10_2,25 2
1674_93_F4_2,2
60405_1105_F11_2,19
5923_63_D9_2,25 7
8424_26_B12_2,6
61517_1176_E6_1,23
64521_1323_E6_4,25
11934_94_C2_2,23 2
54064_885_H9_1,25 0
4587_667_A3_1,25
24657_1717_H4_22_cr57f50bafc4edb,21
19758_1746_C4_2,21
51757_1002_E3_1,25
39254_420_G1_2,25 0
48304_1556_D1_1,21
64718_1677_C9_4,25
50724_722_F9_2,23 5 0
38677_595_D1_2,6
44426_485_A8_2,25 0
43815_485_C5_1,23 0
55146_1674_C10_31,25 3 21
65295_1151_G12_2,0
31357_899_D1_1,25 2
727_55_A8_2,0
9017_923_F1_1,0
69165_1534_E5_1,0
55811_874_D10_2,0
4832_934_B12_5,25
63050_1194_G10_4,4
18211_1536_B3_2,4
37578_406_C8_2,25 15 2
50136_789_D8_2,4 0
39962_1000_H6_1,25 2
52035_1227_E2_2,0
1617_62_F1_2,25 0
18577_924_E6_2,25 21
51543_840_C9_1,0
67381_1284_F6_3,0
40606_1775_B3_18_cr595295af1a54d,21
3076_1601_E12_1,6
20451_si19_G8_4,25
38056_422_A1_2,0
17202_135_D6_2,2
14288_120_B7_1,25 21
49475_si29_A10_12,0
53673_984_H8_1,23
62719_1584_C7_5,25
63136_1528_C8_1,0
55621_895_C8_2,0
55321_957_H5_2,23
5914_111_B4_2,25 1
55459_1334_C8_2,6
53040_819_B5_2,25 7
6721_73_H10_1,25 0
30747_992_C12_2,19 23
69835_1337_E8_2,0
58945_1416_B1_4,2
46588_619_F2_5,25 11
71486_1566_G6_2,19
37400_403_F5_1,9 10
30766_696_H1_2,25 21
38596_436_C1_4,25 21
56325_919_E6_1,2
43806_496_G7_5,0
3920_71_C2_1,25 21
35531_393_B9_2,0
12306_97_H7_1,7 0
56033_1791_A3_2,22 25 21
65868_1265_B9_4,25
59515_1421_E10_2,7
48983_712_C8_1,25 0
54190_1472_G10_6,12
6155_11_F8_2,25 0
46947_573_C3_4,11
23180_283_B2_2,25 7 21
41437_493_A9_1,25
5435_1772_E1_3,1
41478_472_H5_1,19 25 21
62433_1148_F10_2,0
58275_1246_G2_2,0
50118_899_B8_2,25
14589_139_D1_2,23
25518_702_F3_1,6
8579_43_D5_2,23
50908_714_C11_2,25
4126_73_B3_2,0
19071_183_B3_1,3
54898_883_D1_1,25 0 21
19902_248_G7_1,7 23
64747_1762_C10_4,0
7859_44_B8_1,6
56696_917_G7_2,0
15540_165_H8_1,6
64246_1152_A7_2,19
67970_1581_F9_3,12
49005_896_B12_1,0
27962_281_E5_1,26 25
64431_1345_D9_2,25 0
9203_923_C2_1,25 0 21
36030_382_F9_2,25
47902_778_A12_2,25 11 0
7208_74_F5_2,0
31311_321_B5_2,0
3019_74_H4_1,21
5456_5_F12_1,0
14600_120_A12_2,23
42775_496_E4_4,23
61608_1210_C10_1,25 0
36482_430_B4_2,12 2
58115_1029_E4_3,7
71843_1398_G2_3,21
44767_528_F6_2,0
42001_425_C6_2,25 0
61414_1080_C3_2,7 0
54579_1352_C2_2,25 0
20637_191_D12_1,23
18581_932_F6_1,25 0
49517_694_H10_2,16 14 0
64860_1154_F7_3,25
49899_763_B1_1,25
31583_1789_C8_22_cr598aefe1dcf0f,25 18 14 17
28459_1044_C3_4,25
2912_1257_G4_3,0
38415_967_B12_1,4
38253_591_F4_1,7 0
24547_505_C9_1,2
19711_221_H1_2,25
16546_943_G2_1,0
56067_913_F5_1,23
47514_740_H5_2,0
58158_1446_E8_2,2
44905_527_H9_2,25 2
2114_79_E4_1,0
44855_871_H11_1,7 23 0
29140_296_F6_1,4
2507_203_A2_2,21
54699_872_E5_1,0
23256_236_G5_2,25 7 0
64728_1245_E11_1,21
19322_637_C8_7,12 25 7 21
38625_1345_B3_3,25 2 21
62628_si31_D3_3,2
66148_1418_G8_3,25
39336_456_D12_2,6
76526_1749_F11_18_cr58049cc2dfa47,25 4
27115_258_F7_2,0
4144_43_E2_2,11 0
66431_1523_G8_2,25 21
7499_46_A10_2,25
7476_46_G9_2,0
23561_274_D2_2,25 0
43421_467_B5_3,25
51087_700_C9_2,23 1
7010_9_F10_2,25 7 0
36815_404_A2_1,25
53065_1397_C11_3,7 2
46710_696_B9_3,25
53487_1576_G4_1,25
36539_si10_H3_5,25
1506_25_G6_1,0
38460_si27_D12_1,23
994_21_B8_2,23
39498_413_F12_3,1 0
57067_992_E4_1,25
37915_824_A1_1,25 23
41054_488_A10_2,25 2
35111_628_G12_2,5 0
67637_1398_E1_2,25 2
35189_372_A1_3,0
29552_299_C8_1,25 23 2
49949_827_F8_2,25
4038_628_H7_1,25 5 0
42692_468_C7_2,25
39864_1179_F9_1,19 3
57000_972_E9_1,0
39722_470_C1_1,25
30782_371_F6_1,25 0
115_663_E2_5,25
15794_128_E9_2,6
28980_323_B11_2,0
21942_189_A3_1,25 4
19122_247_F2_1,25 0
21753_147_C11_2,25 21
62214_1307_H9_2,7
41921_479_A9_2,25 21
58115_1009_E4_6,7
42707_522_C8_3,25 21
2016_1585_A4_6,5 0
4345_29_D12_2,0
54039_856_A7_5,25 0
67941_1237_C10_4,26 4
28118_1021_F10_1,25 0
5647_4_H8_2,6 2
47144_si2_E2_1,25
38541_639_G11_4,25 21
42451_496_H9_2,25 4
57127_1019_E1_1,0
30033_323_D2_3,2
45383_581_A12_2,19 25 0
26987_232_D9_1,14
39121_579_E7_2,25 0
2969_92_D4_4,25 21
67492_1360_B3_3,0
54938_1423_A4_2,14
62743_1246_E5_3,19
27391_207_H3_2,25
9975_47_E7_1,23
22277_187_A12_1,6
26650_214_H5_2,25
41020_480_D2_2,25 2
54203_927_G11_2,25 0
23310_192_F8_2,25 21
14979_1761_C9_1,0
53554_1343_H5_3,3
52661_1028_C7_1,0
42302_472_C4_1,25
16549_710_G4_2,6
12041_95_E2_2,4
6912_8_F9_2,14
5640_35_B12_2,23 0
12063_103_A10_1,25
65969_1236_A9_2,19 21
4293_658_E2_2,25 1
12082_si19_E12_2,4 2
3585_24_F10_1,0
16724_673_B4_1,25 21
47166_733_C10_1,12
8352_74_F12_1,25 7
31096_583_B12_1,7
54448_834_A10_1,23
62262_1189_G12_3,7
41413_489_A3_1,11
59242_1043_C6_3,19 0
22853_215_E6_2,23
48064_794_F1_2,5 0
35686_396_F6_2,0
75051_1479_D7_2,25 23
52416_767_C4_2,4
49382_829_C6_1,25
16222_952_A11_3,0
8069_44_F1_1,23 2
23391_263_D5_2,25
22271_1762_F1_6,23
35274_563_E12_2,7
691_110_H1_1,25 2
40781_571_B3_4,25 0
28516_277_G9_2,25 4
77555_1709_A5_23_cr580489985aecc,7
50005_794_E5_3,25 21
61726_1080_B6_3,22
15280_125_D6_1,0
36236_455_D5_2,25
27295_1183_F1_1,0 21
69064_1363_B9_4,25 6 2
15853_129_B8_2,0
67104_1365_F12_4,5 0
28024_281_D2_1,25 7 0
39737_418_B9_4,25 0 21
12718_136_H2_1,0
66099_1270_E12_3,23
1368_1030_D5_2,21
51676_838_D4_1,1
39874_792_D5_2,23
4890_si30_H4_7,0
70642_1495_A7_1,25
1523_30_C6_2,23
35941_434_H7_1,25
50312_784_E12_1,0
53995_1057_A6_1,7
42672_491_D8_1,23 0
7476_45_G9_2,0
16597_113_C9_2,0 21
22978_263_E4_1,25 11
21257_146_G5_1,25 21
17199_247_E6_2,25 21
43838_526_E4_1,25 21
5868_641_D2_1,0
4892_si27_B9_7,0
49388_860_A10_4,2 21
2920_56_B3_2,25 11
44803_567_G7_1,23
49359_739_E12_3,25
3038_54_A1_1,0
66482_1375_A7_1,0
17238_166_B8_2,25 0
72387_1437_F5_1,25 0
9142_100_C8_2,25 7
6433_1370_D4_2,7 2
53421_906_F2_2,0
41101_510_B9_2,23
15878_127_C9_2,25 0
36444_471_G6_2,25 2
47395_619_D8_2,12 13
28494_291_F4_2,25 5 0 21
52663_833_D10_1,25
328_924_B8_1,7 0
47846_1422_H11_1,0
8902_90_E6_1,2
74367_1735_D10_2,23
27258_231_B5_1,25
49408_726_G3_2,0
12933_1756_F5_5,5 0
21647_369_B8_2,25
57526_1005_E5_1,23
22264_1210_D5_4,25 5 0
56523_958_C2_2,2
37240_625_F7_2,7
39726_552_E6_3,2
55357_875_F7_3,0
34861_404_H3_1,25 11 0 21
31847_1326_B4_1,1
53883_832_A12_2,0
41172_836_A2_5,25 5 21
49488_777_B8_2,7
36694_408_H9_1,25
60776_1104_A7_3,25 6
44014_551_G1_1,0
15809_1363_E2_3,25 4 0
4099_75_A4_1,25
43116_470_E11_2,25 21
23788_195_D3_1,23
68569_1358_H11_3,25
74979_1745_B6_13_cr5806281836a9c,0
55707_958_D7_2,2
54230_1373_G1_3,25 5 0
35770_393_B6_2,4
7795_629_B1_2,25 21
1481_59_C7_2,25
44303_1101_H3_6,4 21
41507_486_H5_2,19 25 3
48737_798_C11_3,0
11924_104_C8_1,6
50367_1116_G1_5,25 23
13458_666_D5_1,2
15004_1252_H4_1,0
65334_1337_B7_2,5
48431_1568_H5_2,21
36504_687_F7_1,25 21
25518_703_F3_1,6
5566_10_G7_1,23 0
70713_1347_C11_4,4
14702_121_G7_1,23 21
54567_863_H6_2,0
8926_si35_E1_17,0
59601_1117_D12_3,25 7 21
41348_534_C7_1,25 5
24407_224_F4_1,2
40945_1001_G1_3,6
72473_1437_A9_3,2
2552_62_A11_3,25 7 21
44050_498_C10_1,7
63062_1159_F7_2,23
12514_110_D8_2,25 2
41574_502_H6_1,25 1
21012_188_H1_2,25 21
31496_733_C2_3,0
44516_1177_D2_2,7 0
8649_634_D3_7,25
4308_658_D1_2,0
63368_1230_F7_2,19 0
2567_39_A8_2,25 0
19887_222_F4_2,19
31013_1721_D11_18_cr57ea9bbe1d557,5 0
64795_1174_D5_4,25
53198_861_C12_2,7
50374_790_C1_2,0
49037_793_C2_3,25 18
3575_967_A8_2,5 0
30327_326_B3_2,0
40214_1248_G1_3,25 1
36726_422_D11_2,25 0
48985_871_G2_6,23 3
29203_275_E9_1,23
53788_986_B3_1,25 0
6493_1253_A2_1,25 0 21
15127_125_E3_1,25
39548_465_G10_3,25 5 0
75905_1639_G3_2,0
16316_943_E2_2,26 25
54937_869_F7_1,25 2
11651_1611_B3_3,23 0
24053_917_D11_2,25
1376_1662_G6_3,25
48980_712_D8_1,7
46905_573_H1_3,25 0
74371_1688_A12_23_cr57f3f3c332117,4 21
39859_681_C6_6,0
38197_591_H4_1,25
56980_990_A5_1,0
51354_1125_B6_5,0
61541_1599_C11_4,6
28926_329_D9_1,0
58209_1005_D8_2,5 0
68307_1332_B1_1,25
6313_si24_C3_4,0
60991_1358_H10_3,25
40434_517_A7_1,25 0 21
39306_421_A11_4,25
64582_1187_C7_3,23
42746_522_A3_1,19 25
26293_261_E11_2,0
28120_1773_G11_9,16 2
7266_346_F12_1,25
38238_563_A11_1,3
71486_1568_G6_2,19
29760_296_D3_2,25 0
49033_800_B1_2,22 25 0
19804_264_G4_1,25 21
26633_369_H10_2,0
30160_365_H5_1,25 0
12993_659_E1_2,22 25 0
26534_251_B4_2,19 25 21
46079_616_E1_2,0
55132_1548_A4_2,0
17177_134_D8_1,25 2
47740_713_B3_2,0
67117_1652_A11_2,25
15672_1511_B1_2,25
36561_407_A12_1,25 14
99_611_F12_2,22 4 21
3220_59_B11_1,25 0
30099_1129_D11_2,2
64293_1192_B3_3,25 21
40375_523_G6_2,19 2 21
63914_1591_C10_4,25
23932_215_F8_1,21
45141_522_E9_1,0
58040_995_B2_4,0
54246_879_E6_7,25 7
62477_1238_C5_4,1
44872_777_D9_2,0
62062_1104_H5_3,0
70383_1351_D6_2,25 0 21
63009_1113_F8_1,0
69179_1338_G10_3,1
17524_951_H7_2,5 3
43300_701_B4_3,23 0
31427_1056_H11_1,25 0
63596_1139_C5_3,19
27085_290_B6_1,25 0
71142_1435_D10_2,6
48920_749_C10_2,2
11772_52_C6_2,0
11795_90_G6_1,25
22913_216_A6_1,25
42277_472_E12_2,25 21
35790_383_C12_3,25
71021_1453_C1_3,20 2
41644_476_B6_1,25 11
44991_568_H6_1,0
22134_189_B4_2,0
31727_330_A11_3,0
68833_1332_A12_1,0
33331_950_E5_1,21
66708_1361_C12_1,25 23 0
44900_516_H11_1,25 0
6148_37_G6_1,25 0
36452_433_F9_1,0
21032_535_B8_4,25
17716_620_A8_1,25 4 21
62610_1559_E3_1,5
54047_834_A2_2,25
75041_1534_A3_4,25 0
3812_628_D5_2,0
43485_510_E10_2,22 23
23840_239_E2_1,25 1 0
5777_161_B2_1,25 5
49487_721_B5_2,23 2
62044_1106_B5_1,25 2
47303_730_C6_3,25 6
4059_59_H11_1,25 13
38083_581_G4_1,25 23 0
45244_1658_H1_1,3
40262_419_H8_2,23
63009_1123_F8_5,0
31126_340_F5_1,12 13
54472_879_B6_1,7 0
69795_1312_F12_1,14 2
11388_88_G12_2,25
63426_1154_F10_1,25
41117_479_G12_2,2
12583_103_E4_1,14
73533_1350_F2_1,21
25753_213_H8_1,25 0
44787_527_C12_4,25
26430_259_H7_2,25 21
36409_si23_E9_4,23
52190_925_H3_2,25
40208_419_G9_2,25 0
14791_121_G2_2,6
46359_1184_A8_3,18
72492_1412_D5_3,23 2
38161_431_E11_5,7
60341_1768_H3_22_cr5950cc1aa4596,16
46657_713_D4_4,0
18116_353_F8_2,25
54094_834_A7_6,0
48150_884_A7_1,7
7289_7_E11_2,25 0
54609_872_B3_2,0
21465_146_B9_1,0
42788_474_H4_1,0
43490_472_A8_1,23
58265_1015_C7_6,19 11
52943_926_C8_3,0
36152_594_G8_1,0
24503_224_F1_1,25 7 0
17933_149_D1_1,0
65034_1245_H8_2,25 0
61841_1307_H8_1,25
10859_934_D11_2,25 0 21
43336_474_A11_1,23 0
26619_286_G7_1,25 0
34541_374_C12_1,0
2114_81_E4_2,0
19481_535_C1_1,4
58578_1692_E3_8_cr57d15ce6ccc94,21
30409_335_A8_1,25
52432_925_F4_2,0
28486_249_H8_1,25 21
1758_si24_C4_3,0
43503_1607_B4_6,25
45144_1216_A9_10,0
46313_599_A8_1,25 2
43488_si8_G9_3,0
17887_150_H5_2,25 7 21
47411_1054_G12_1,25 21
29708_1395_C4_2,3
57707_1039_H3_3,0
31267_1393_A4_1,11
21485_234_C11_1,25
47720_1392_G5_1,22 2
64165_1264_E5_2,25
750_81_B2_1,25 0
2875_39_E6_2,12 21
63710_1223_B5_3,1 0
55861_si27_B12_14,5 0
42277_476_E12_1,25 21
21197_188_D7_2,25 0
115_672_E2_2,25
27516_505_H1_1,0
30741_793_A6_2,25
40601_1773_E4_5,19 25
43550_805_E2_3,7 0
38731_448_F6_2,0
2192_14_E8_1,23
22869_237_F8_2,25 1
47291_786_C11_2,25 0 21
49476_732_A4_1,25
7845_1529_H3_2,23 0
62696_1191_D11_1,0
28452_335_A3_1,25 2
19270_618_G2_2,0
54285_877_H7_1,0
7667_45_F5_1,25 2
59592_1015_F10_2,7
31101_409_A8_4,25
4189_92_H9_1,25
39975_584_H11_2,4 0
9752_993_G2_3,25
55134_1040_E9_2,19
38804_419_A3_5,25
4810_94_A1_1,25
32507_932_A9_2,25 23 0
67104_1392_E2_2,5 0
31619_329_G7_2,0
26464_629_A5_1,25
62916_1262_G7_2,2
47291_781_C11_2,25 0 21
10462_992_H9_2,25 7 0
36492_407_B7_2,0
911_4_C6_1,25 21
34882_814_D11_1,25 0 21
48723_1177_A10_1,25 0
29095_684_D8_6,12 25 0
3636_77_H2_2,25 7 21
51028_1442_H10_3,0
28554_1484_B10_4,23
76613_1704_G9_23_cr57d838b66e5e6,22
44038_512_C5_1,25 0
42629_590_B10_1,19 0
3835_640_C4_1,25
35903_404_H9_2,0
67740_1400_E10_1,25 6 21
36352_434_A1_1,7
40395_504_B6_2,25 0
31365_374_B6_1,25 23 0
53075_833_H5_2,2 0
53053_861_E11_2,25
45666_739_D5_1,0
41841_804_G2_2,22 7 0
37153_628_A10_2,0
15746_129_H11_1,25 0
50229_911_F12_1,0
76405_1704_D8_22_cr57d842c1a9fc1,6
34871_1216_C9_2,19 23 0
47164_987_C9_1,5 0
63745_1231_D12_6,23
51075_si26_A7_7,0
24210_254_C2_1,25 0
45429_550_C3_2,12
38602_684_E7_2,25
56310_930_F11_1,25
14889_627_H1_2,23
12145_89_D9_2,8
30213_322_E9_2,22 0 21
46766_807_H3_7,25 0
72136_1476_A6_1,0
40623_485_G10_2,25 23
35010_377_H11_2,23
28593_546_E9_1,13 0 21
44745_522_F6_3,0 21
1788_18_D2_1,0
58863_1101_A9_1,0
41274_494_C12_4,3
53464_965_H3_2,0
46521_810_H10_1,22 21
65118_1202_G6_3,2
34555_376_F2_2,0
19486_152_D12_1,25 7 0
28897_282_D12_1,25 0
14738_123_A9_2,7
29308_323_A12_2,25 0 21
939_38_D5_2,22
38731_435_F6_2,0
24160_239_C2_2,3
19799_242_H9_1,4
42858_si13_H7_2,0
39216_417_G9_1,0
32841_932_G9_2,25
7162_111_H4_1,23
60463_1105_D10_2,0
42690_481_E9_1,19
3046_23_F9_2,0
44840_550_C9_3,6 23
31724_366_D4_2,25
19773_178_H4_1,25
27978_260_A11_1,14 0
59558_1688_A6_31,23
28958_340_D5_1,25
67196_1573_A7_1,7 2
60379_1164_B9_3,7
4130_si23_H1_3,25 0
44109_692_D7_2,25
57574_993_F7_1,25
39237_502_G11_3,25 21
40956_517_E6_1,14
19167_1030_E4_4,22 21
77408_1640_F2_4,11
56696_920_G7_2,0
49918_979_C5_2,3
31631_866_F1_2,25 0
27815_si21_G9_2,0
40484_517_D7_2,25 0
70293_1742_C3_12_cr58049142216ef,22 21
18211_151_E2_1,4
8623_641_B5_3,14
62438_1452_A12_3,6
43749_1381_B6_2,0
38710_1240_C5_3,0
55173_878_H4_2,20 0
58870_1671_H11_6,7 21
67937_1515_E11_1,0
5723_15_G3_2,25 21
34981_603_C11_1,25 4
2043_37_B5_1,25
14002_105_A7_2,25 7 0
41290_754_D4_3,0
12827_136_G9_2,0
53079_876_H5_1,5 0
35917_574_D8_2,25 0
63387_1495_B12_6,6
42626_479_F3_3,2
24122_197_C4_1,25 21
28075_299_G11_2,25 14
41035_418_E5_1,25 2
3837_624_F4_2,21
22970_194_B2_2,25
30047_295_F5_2,23 2
52062_1509_B11_2,25 4
19004_117_C10_1,25 0
30449_299_G3_4,2 25 6
52186_916_C12_1,0
35183_390_A7_1,7
11338_85_D11_1,25 14
39589_461_D4_2,25 1 0
56555_1144_G11_1,26 25 0
24632_240_B7_1,4
45429_550_C3_1,12
41470_1208_B3_3,16 25 0
39272_462_B2_2,25 21
17382_140_E2_1,0
56976_1642_E3_2,25 0 21
76065_1784_G5_2,7 0
57800_1147_E12_3,25 5
36689_1478_D1_2,3
19536_930_E4_2,25
42079_464_C12_1,14 0
12219_638_E6_3,25 0
45599_816_E9_1,25 0 21
10773_87_F4_2,25
23861_993_C5_2,23
18945_117_E1_1,7 0
56461_970_D7_2,25
38370_440_F11_2,5 0
45156_571_G12_3,0
28497_290_A9_2,13 21
53049_986_A10_1,25 1
42421_475_E8_1,25 21
40048_464_G3_3,1
62662_1192_E12_2,0
43323_473_F5_4,25 0 21
62242_1192_H6_2,0
47259_688_B7_6,1 0
36720_783_G10_1,12 25
56813_914_D11_2,0
54383_1036_A4_5,22
48931_864_C3_1,25 7
21616_192_D2_2,21
3837_624_F4_1,21
28847_274_E3_2,1
50382_858_A9_2,7 21
11088_88_B5_11,6
65620_1337_C7_1,5
16497_1227_B2_5,25 18 0
43419_571_F8_1,0
66370_1255_F8_2,5 0
58276_1586_E4_6,25 13 0
939_40_D5_2,22
44415_498_D8_1,0
59015_1043_C5_1,25 6 2
40398_415_E9_3,7 0
17347_168_A2_1,7
1911_80_C4_2,25
26483_224_H11_1,23 21
4177_34_H7_2,25
44404_616_B1_2,0
67285_1284_G9_2,0
23967_1044_B3_2,0
5219_639_A10_1,23
37648_430_E6_1,25 4
45420_690_G4_1,23 2
12357_638_G6_4,0
46147_1734_B5_2,25 0
51617_792_A5_2,2
72708_1592_G3_4,6
55898_873_H2_1,0
19460_248_H3_2,25 1 0
46597_790_A7_1,0
75020_1497_F7_1,7 2
58649_1656_E2_2,3
871_1320_A6_4,19 25
64578_1249_D5_4,25
5768_63_C4_1,2
17919_168_B11_2,25 0
26549_1399_E6_1,24 25
2140_710_F12_4,25 0
65098_1154_A7_2,16 14 0
20582_178_G9_1,23
30155_405_E6_3,25 21
28717_546_B11_2,0
54843_895_A4_4,0
11772_50_C6_1,0
20357_189_C11_1,14
40971_429_F5_3,0
23915_1612_H10_2,23
39557_425_D10_1,21
6602_1616_D7_9,23
20382_242_C12_2,0
47551_1667_C3_4_cr57ea313c6793b,22 0
39113_442_G10_1,25 0
67765_1369_G8_2,7 5 0
39978_416_D8_2,0
44301_570_H1_1,25
71005_1512_H9_2,12 25 21
41756_558_C10_1,25 0 21
58980_1169_B9_3,6
23119_216_E1_1,25 14
31784_323_C8_5,11
18499_199_D5_1,25 21
7884_91_G6_2,25 0
286_170_E4_2,7 23
51562_823_A3_3,7
24493_180_G12_2,7 0
73926_1558_C9_1,0
4807_68_G2_1,0
54768_863_D10_1,6
49670_700_A6_2,25
47330_945_C10_1,25 21
30091_273_F12_1,25 0
41413_484_A3_2,11
31702_594_E12_1,25 18
52106_806_G10_2,5 0
51494_1189_B5_2,3
65898_1279_A3_2,25 21 0
59242_1011_A5_7,19 0
34263_921_G4_1,25 0
19647_242_C5_1,0
48126_800_A10_1,25
39291_824_F2_2,25 0 21
52865_1319_E6_1,23 2
30747_1182_E6_2,19 23
30098_275_B11_1,25 0
54556_1735_F8_3,0
20446_218_H2_2,2
65691_1789_G6_27_cr598ae6e7b710e,19 7
27543_257_B10_2,0 21
69119_1518_A4_2,5 0
41563_465_B2_1,25 0
5652_1383_A4_1,4
23937_280_G5_2,25 0
64972_1209_G3_2,0
3176_1257_G5_2,25 0 21
67463_1592_H11_1,21
53980_870_G7_2,25
22840_268_H8_2,25 21
57552_1015_B5_1,12
27914_273_E6_1,25 23 2
66087_1250_E6_2,25 0 21
44509_1522_D1_3,7
67948_1345_H10_4,25 7
27516_508_H1_2,0
41056_si28_C11_4,2
35006_383_D8_3,25 21
25020_195_C11_2,0
55399_1256_D1_2,0
8632_639_B3_2,25 21
26731_1729_C7_3,23
62792_1282_F8_3,2
21942_191_A3_1,25 4
60522_1082_C4_4,2
31646_727_E2_2,7
27168_548_F10_2,25 2
67493_1402_C4_2,23 3
62396_1104_E11_3,25
51137_781_F8_1,16 14
53694_965_D12_1,25 21
62861_1202_H1_3,2
62405_1282_D9_1,1 0
42001_427_C6_3,25 0
525_22_F6_2,25
22049_670_D4_6,25 13 21
49051_1269_C2_2,25 0
45246_808_A11_3,0
44605_1145_B6_4,4
52399_808_B5_1,0
59474_1171_B10_3,0
18734_970_B4_2,23
37606_471_H7_2,19 0
114_673_H11_1,25 0
46985_1366_H2_1,25
12319_94_E4_2,23
53292_1334_C5_5,5 0
39314_454_E11_2,0
39973_si29_B6_14,4 0
45646_1478_G9_4,3
18826_150_G6_1,7 21
29905_920_C12_3,2
12113_201_E5_2,2
66783_1337_E10_1,7
42421_479_E8_1,25 21
29543_497_H4_3,0
30964_396_D2_2,25 2
37166_642_D6_2,0
17167_135_C12_2,25
49700_850_D3_2,3
14917_121_D3_2,25 7
66470_1213_F9_2,0
73876_1497_H6_1,25 0
54956_1375_E10_1,25
46824_1381_F4_1,16 25
51533_760_H5_2,25
14721_1585_E7_5,23
42629_574_B10_4,19 0
34882_759_D11_3,25 0 21
28482_1238_H8_4,23
