Id,Target,Split
d2e83bbe-bbae-11e8-b2ba-ac1f6b6435d0,3,train
d123d84c-bbb8-11e8-b2ba-ac1f6b6435d0,1 25,train
a6053716-bbc0-11e8-b2bb-ac1f6b6435d0,2,train
3651fd5c-bbbe-11e8-b2ba-ac1f6b6435d0,25 5,train
2e9eab72-bba1-11e8-b2b9-ac1f6b6435d0,0 7,train
7977f678-bb9a-11e8-b2b9-ac1f6b6435d0,25,train
140af116-bb9d-11e8-b2b9-ac1f6b6435d0,12 21,train
99863f1e-bbaf-11e8-b2ba-ac1f6b6435d0,25,train
ff8a6ea6-bbba-11e8-b2ba-ac1f6b6435d0,6,train
8237ae16-bbc2-11e8-b2bb-ac1f6b6435d0,4,train
521ebbde-bba4-11e8-b2b9-ac1f6b6435d0,0 25,train
15429e08-bba2-11e8-b2b9-ac1f6b6435d0,2,train
58c3e7ae-bbac-11e8-b2ba-ac1f6b6435d0,0 24,train
404f5e4e-bba5-11e8-b2ba-ac1f6b6435d0,0 7,train
7a96eee8-bbad-11e8-b2ba-ac1f6b6435d0,25,train
67529e3a-bba9-11e8-b2ba-ac1f6b6435d0,25 2,train
678d64b4-bbc4-11e8-b2bc-ac1f6b6435d0,3,train
e7f92dd4-bbc1-11e8-b2bb-ac1f6b6435d0,19,train
a59548e2-bb9e-11e8-b2b9-ac1f6b6435d0,0 25 5,train
c61f169e-bbba-11e8-b2ba-ac1f6b6435d0,0 1 2 4,train
2f2cf08e-bba2-11e8-b2b9-ac1f6b6435d0,0 25,train
48d1a41a-bb9a-11e8-b2b9-ac1f6b6435d0,2 23,train
e8b55774-bbc2-11e8-b2bc-ac1f6b6435d0,16 17 18,train
9e4646b2-bba9-11e8-b2ba-ac1f6b6435d0,5,train
ef048f9a-bba0-11e8-b2b9-ac1f6b6435d0,25,train
70f46d52-bb99-11e8-b2b9-ac1f6b6435d0,0 19,train
8f337148-bbba-11e8-b2ba-ac1f6b6435d0,2 4,train
f079a2f2-bbaa-11e8-b2ba-ac1f6b6435d0,25 11,train
84c72f94-bbae-11e8-b2ba-ac1f6b6435d0,0 7,train
5a49542c-bbae-11e8-b2ba-ac1f6b6435d0,0 25,train
77cf37d6-bba0-11e8-b2b9-ac1f6b6435d0,2,train
82f71e32-bbb2-11e8-b2ba-ac1f6b6435d0,0 12,train
2c3e80b6-bb9a-11e8-b2b9-ac1f6b6435d0,3,train
4a376560-bbb3-11e8-b2ba-ac1f6b6435d0,25 2 6,train
b1985fcc-bbbb-11e8-b2ba-ac1f6b6435d0,2,train
bbd8c0aa-bbbe-11e8-b2ba-ac1f6b6435d0,0 25,train
6aa0983c-bba2-11e8-b2b9-ac1f6b6435d0,25,train
e94aebba-bbac-11e8-b2ba-ac1f6b6435d0,0 25 19,train
a77699c8-bbbb-11e8-b2ba-ac1f6b6435d0,0 25 13,train
2fad87d0-bbc0-11e8-b2bb-ac1f6b6435d0,5 21,train
ca2311d8-bbb4-11e8-b2ba-ac1f6b6435d0,2,train
40b7db5a-bbb8-11e8-b2ba-ac1f6b6435d0,0 25,train
1b166190-bbaa-11e8-b2ba-ac1f6b6435d0,25,train
b84be2b2-bbac-11e8-b2ba-ac1f6b6435d0,0 25 7,train
dc616204-bbba-11e8-b2ba-ac1f6b6435d0,4,train
74327186-bbc5-11e8-b2bc-ac1f6b6435d0,0 25,train
d6429792-bb99-11e8-b2b9-ac1f6b6435d0,0 5,train
d8005c6a-bba6-11e8-b2ba-ac1f6b6435d0,25,train
baccb67c-bbc7-11e8-b2bc-ac1f6b6435d0,0 7,train
3a2af878-bbc5-11e8-b2bc-ac1f6b6435d0,0 2,train
354de4b8-bbb2-11e8-b2ba-ac1f6b6435d0,11,train
250f2c26-bbb5-11e8-b2ba-ac1f6b6435d0,0 25,train
e349a132-bbbd-11e8-b2ba-ac1f6b6435d0,3,train
6f2ac22a-bbbf-11e8-b2bb-ac1f6b6435d0,6,train
e0678d48-bbb9-11e8-b2ba-ac1f6b6435d0,25 5,train
9741a426-bbc5-11e8-b2bc-ac1f6b6435d0,0 7,train
b2452424-bba6-11e8-b2ba-ac1f6b6435d0,25,train
e0164238-bbb1-11e8-b2ba-ac1f6b6435d0,1 4,train
ca8db6e2-bbae-11e8-b2ba-ac1f6b6435d0,19,train
bc60e174-bb9b-11e8-b2b9-ac1f6b6435d0,2,train
60239958-bbb2-11e8-b2ba-ac1f6b6435d0,4,train
d1703b06-bb9a-11e8-b2b9-ac1f6b6435d0,25,train
6affa944-bbc0-11e8-b2bb-ac1f6b6435d0,0 2,train
a50d2c1e-bbb7-11e8-b2ba-ac1f6b6435d0,3,train
8bc60812-bbc5-11e8-b2bc-ac1f6b6435d0,25,train
4c3e3690-bba4-11e8-b2b9-ac1f6b6435d0,5,train
8567bb6c-bba9-11e8-b2ba-ac1f6b6435d0,0 22,train
7ff20c74-bba3-11e8-b2b9-ac1f6b6435d0,7,train
31bf6dba-bbaa-11e8-b2ba-ac1f6b6435d0,0 16 25,train
378fe4e6-bbbd-11e8-b2ba-ac1f6b6435d0,25,train
beacfce2-bba5-11e8-b2ba-ac1f6b6435d0,2,train
99b36546-bb9d-11e8-b2b9-ac1f6b6435d0,0 25,train
de65b084-bba4-11e8-b2ba-ac1f6b6435d0,0 1,train
6a76c5ee-bba6-11e8-b2ba-ac1f6b6435d0,0 7,train
ccc7a90c-bb9c-11e8-b2b9-ac1f6b6435d0,2 21,train
dcfb1aaa-bbb7-11e8-b2ba-ac1f6b6435d0,0 5,train
befe5290-bbb9-11e8-b2ba-ac1f6b6435d0,19,train
0b89204a-bbbf-11e8-b2ba-ac1f6b6435d0,13,train
81af7a04-bbb9-11e8-b2ba-ac1f6b6435d0,4 23,train
f77ca6e6-bbbc-11e8-b2ba-ac1f6b6435d0,0 25,train
6d7ec3a6-bba9-11e8-b2ba-ac1f6b6435d0,12 21 22,train
67e31cf4-bbc1-11e8-b2bb-ac1f6b6435d0,0 25,train
2e754fae-bbbd-11e8-b2ba-ac1f6b6435d0,25 3,train
47f4e74c-bba3-11e8-b2b9-ac1f6b6435d0,0 2,train
208a6e52-bba3-11e8-b2b9-ac1f6b6435d0,11,train
8beaf51a-bbbf-11e8-b2bb-ac1f6b6435d0,0 25,train
c9508b10-bbc2-11e8-b2bc-ac1f6b6435d0,2 23,train
f0fd699e-bba9-11e8-b2ba-ac1f6b6435d0,19,train
a1c2b8d0-bbad-11e8-b2ba-ac1f6b6435d0,0 25 5,train
b85775cc-bbb7-11e8-b2ba-ac1f6b6435d0,1 2,train
011acdc6-bba0-11e8-b2b9-ac1f6b6435d0,0 7,train
13437d10-bba8-11e8-b2ba-ac1f6b6435d0,0 25,train
64757b1e-bbc3-11e8-b2bc-ac1f6b6435d0,6,train
26bdcf90-bbc0-11e8-b2bb-ac1f6b6435d0,0 23,train
9444d95a-bbc5-11e8-b2bc-ac1f6b6435d0,24 3,train
86fe04bc-bbbe-11e8-b2ba-ac1f6b6435d0,25 3,train
9a297408-bbb0-11e8-b2ba-ac1f6b6435d0,0 2,train
5ac9bb04-bbc6-11e8-b2bc-ac1f6b6435d0,20,train
45d3acbe-bbc6-11e8-b2bc-ac1f6b6435d0,22,train
f4d7181a-bbba-11e8-b2ba-ac1f6b6435d0,0 5 7,train
cc7ceeea-bbb9-11e8-b2ba-ac1f6b6435d0,26,train
a7335df4-bbc8-11e8-b2bc-ac1f6b6435d0,7,train
1726cb34-bbc7-11e8-b2bc-ac1f6b6435d0,0 25 19,train
e22543e8-bb9e-11e8-b2b9-ac1f6b6435d0,0 2,train
24f4fc62-bba5-11e8-b2ba-ac1f6b6435d0,25,train
d8d676c2-bba8-11e8-b2ba-ac1f6b6435d0,25 11,train
1b9a8c16-bbbb-11e8-b2ba-ac1f6b6435d0,4,train
d8668cb2-bbc2-11e8-b2bc-ac1f6b6435d0,23,train
18032b78-bbaf-11e8-b2ba-ac1f6b6435d0,5,train
a8c47b86-bbb3-11e8-b2ba-ac1f6b6435d0,3,train
15051c16-bba4-11e8-b2b9-ac1f6b6435d0,0 25,train
6940492c-bbb8-11e8-b2ba-ac1f6b6435d0,0 12,train
1d76561e-bbc5-11e8-b2bc-ac1f6b6435d0,25 2,train
85bc8ae8-bbb3-11e8-b2ba-ac1f6b6435d0,1,train
e1592fb0-bba8-11e8-b2ba-ac1f6b6435d0,6,train
80d57a16-bbaa-11e8-b2ba-ac1f6b6435d0,7,train
36620094-bbaa-11e8-b2ba-ac1f6b6435d0,25 13,train
82519ad4-bbad-11e8-b2ba-ac1f6b6435d0,25,train
1bcbb220-bbaf-11e8-b2ba-ac1f6b6435d0,0 5 7,train
326dd200-bbc9-11e8-b2bc-ac1f6b6435d0,23,train
ab120a48-bbc7-11e8-b2bc-ac1f6b6435d0,0 2,train
d9913674-bbc1-11e8-b2bb-ac1f6b6435d0,0 25,train
1c40f88a-bbbb-11e8-b2ba-ac1f6b6435d0,1,train
0736774e-bbb1-11e8-b2ba-ac1f6b6435d0,18,train
9efbc240-bbb2-11e8-b2ba-ac1f6b6435d0,0 16,train
739a56a0-bbb9-11e8-b2ba-ac1f6b6435d0,25,train
85ad6e5e-bb9b-11e8-b2b9-ac1f6b6435d0,2 23,train
4d18f6ec-bbc5-11e8-b2bc-ac1f6b6435d0,7,train
c2962460-bba4-11e8-b2ba-ac1f6b6435d0,25 4,train
ace706e0-bbc5-11e8-b2bc-ac1f6b6435d0,0 25,train
438134bc-bbc2-11e8-b2bb-ac1f6b6435d0,3,train
3fe45a4a-bbbe-11e8-b2ba-ac1f6b6435d0,23,train
5e87c020-bba2-11e8-b2b9-ac1f6b6435d0,25 19 23,train
fcf8ae96-bbb5-11e8-b2ba-ac1f6b6435d0,5,train
b406d674-bb9f-11e8-b2b9-ac1f6b6435d0,11,train
718a753a-bba4-11e8-b2b9-ac1f6b6435d0,0 25,train
c0f378b8-bba6-11e8-b2ba-ac1f6b6435d0,2 23,train
fa030c4a-bbbf-11e8-b2bb-ac1f6b6435d0,3,train
149de7ac-bbbe-11e8-b2ba-ac1f6b6435d0,0 25 22,train
85881ece-bbc3-11e8-b2bc-ac1f6b6435d0,25 4,train
5a3c985c-bbc4-11e8-b2bc-ac1f6b6435d0,0 25,train
af80ae16-bbb5-11e8-b2ba-ac1f6b6435d0,23,train
973e1604-bbbf-11e8-b2bb-ac1f6b6435d0,7,train
ad2cffb6-bbba-11e8-b2ba-ac1f6b6435d0,12 21,train
d8e3c734-bbc4-11e8-b2bc-ac1f6b6435d0,6,train
3666dd4e-bba0-11e8-b2b9-ac1f6b6435d0,0 2,train
bc899740-bbaa-11e8-b2ba-ac1f6b6435d0,0 25,train
4752c46c-bb9e-11e8-b2b9-ac1f6b6435d0,0 7,train
7b962f80-bba7-11e8-b2ba-ac1f6b6435d0,0 1,train
42e075c4-bbca-11e8-b2bc-ac1f6b6435d0,25 4,train
2a18ed26-bbb8-11e8-b2ba-ac1f6b6435d0,25 19,train
94025d7e-bbbf-11e8-b2bb-ac1f6b6435d0,5,train
ab25199a-bbb7-11e8-b2ba-ac1f6b6435d0,23,train
b3b7b13a-bbc1-11e8-b2bb-ac1f6b6435d0,0 14,train
04eb37e0-bba7-11e8-b2ba-ac1f6b6435d0,0 25,train
0f779cd6-bbc4-11e8-b2bc-ac1f6b6435d0,2,train
896836d0-bbb6-11e8-b2ba-ac1f6b6435d0,11,train
761933c4-bbbe-11e8-b2ba-ac1f6b6435d0,0 1 13,train
1d19f24c-bbc1-11e8-b2bb-ac1f6b6435d0,7,train
dd8b7efe-bbbe-11e8-b2ba-ac1f6b6435d0,0 3,train
aa81349c-bbb7-11e8-b2ba-ac1f6b6435d0,0 5,train
1b9ad240-bbbe-11e8-b2ba-ac1f6b6435d0,25,train
4ff86a26-bb9f-11e8-b2b9-ac1f6b6435d0,23,train
5e185dc2-bbc8-11e8-b2bc-ac1f6b6435d0,0 18,train
7ad37512-bbc5-11e8-b2bc-ac1f6b6435d0,4 6,train
bb295398-bbc5-11e8-b2bc-ac1f6b6435d0,25 4,train
aea507f0-bba4-11e8-b2ba-ac1f6b6435d0,5,train
dc463138-bbaf-11e8-b2ba-ac1f6b6435d0,0 25,train
55f1a650-bbc1-11e8-b2bb-ac1f6b6435d0,19,train
748de1fe-bbbd-11e8-b2ba-ac1f6b6435d0,0 2 23,train
ddcda3e2-bbb9-11e8-b2ba-ac1f6b6435d0,7,train
10939a20-bb9c-11e8-b2b9-ac1f6b6435d0,0 25,train
6170d098-bba6-11e8-b2ba-ac1f6b6435d0,23,train
7aa73eac-bba2-11e8-b2b9-ac1f6b6435d0,0 25,train
3b3e9f92-bbb3-11e8-b2ba-ac1f6b6435d0,0 22,train
fdab1f16-bb9e-11e8-b2b9-ac1f6b6435d0,4,train
064ee914-bba8-11e8-b2ba-ac1f6b6435d0,0 1,train
f764e9b8-bba6-11e8-b2ba-ac1f6b6435d0,2,train
22103c40-bbba-11e8-b2ba-ac1f6b6435d0,5,train
e89e4a0c-bbb8-11e8-b2ba-ac1f6b6435d0,25 7,train
3aaa8990-bbab-11e8-b2ba-ac1f6b6435d0,0 25,train
ff509184-bbc6-11e8-b2bc-ac1f6b6435d0,23,train
9a846dc8-bbb9-11e8-b2ba-ac1f6b6435d0,19,train
9c1a9896-bbc4-11e8-b2bc-ac1f6b6435d0,25,train
707e32ac-bbb4-11e8-b2ba-ac1f6b6435d0,0 25 12,train
ba316150-bba3-11e8-b2b9-ac1f6b6435d0,25 5,train
364ac974-bbbe-11e8-b2ba-ac1f6b6435d0,2,train
5b1bf104-bbb6-11e8-b2ba-ac1f6b6435d0,0 25 3,train
2e6a59b6-bbc5-11e8-b2bc-ac1f6b6435d0,25 21 7,train
1bb7ce28-bbc2-11e8-b2bb-ac1f6b6435d0,0 11,train
816575ea-bbb8-11e8-b2ba-ac1f6b6435d0,17 14,train
95c5771e-bbaa-11e8-b2ba-ac1f6b6435d0,4 23,train
17d7bb42-bbae-11e8-b2ba-ac1f6b6435d0,25,train
8bd7a590-bba2-11e8-b2b9-ac1f6b6435d0,23,train
2f823f30-bbca-11e8-b2bc-ac1f6b6435d0,18,train
fab9f4d0-bb9e-11e8-b2b9-ac1f6b6435d0,25,train
141aaeca-bbb2-11e8-b2ba-ac1f6b6435d0,25 14,train
201114c6-bbb7-11e8-b2ba-ac1f6b6435d0,0 2,train
7332f5c4-bbae-11e8-b2ba-ac1f6b6435d0,0 19,train
371c55b6-bbb4-11e8-b2ba-ac1f6b6435d0,0 25,train
7b64b94e-bbb3-11e8-b2ba-ac1f6b6435d0,25 5,train
a3f327f2-bb9e-11e8-b2b9-ac1f6b6435d0,0 16 25,train
5f346b88-bbc3-11e8-b2bc-ac1f6b6435d0,0 25,train
1ed35b5a-bb9e-11e8-b2b9-ac1f6b6435d0,7,train
6ea13c7a-bbac-11e8-b2ba-ac1f6b6435d0,3 11,train
06636376-bbc6-11e8-b2bc-ac1f6b6435d0,6,train
dbcacb98-bbbd-11e8-b2ba-ac1f6b6435d0,23,train
740844de-bbc9-11e8-b2bc-ac1f6b6435d0,20,train
a5bb5b5a-bbc5-11e8-b2bc-ac1f6b6435d0,11 13,train
ee8bcfee-bbb7-11e8-b2ba-ac1f6b6435d0,0 3,train
f2c2ac12-bbb8-11e8-b2ba-ac1f6b6435d0,0 25 5,train
b575b142-bbc7-11e8-b2bc-ac1f6b6435d0,0 25,train
4bf930de-bbb0-11e8-b2ba-ac1f6b6435d0,1 23,train
a8096b50-bba1-11e8-b2b9-ac1f6b6435d0,0 2,train
14801286-bb9b-11e8-b2b9-ac1f6b6435d0,24,train
a516bca4-bbab-11e8-b2ba-ac1f6b6435d0,0 22,train
a6e8d38e-bbbd-11e8-b2ba-ac1f6b6435d0,0 7,train
b1a97fc8-bbc5-11e8-b2bc-ac1f6b6435d0,25 4 21,train
0136e24a-bba0-11e8-b2b9-ac1f6b6435d0,19,train
5c38e518-bb9f-11e8-b2b9-ac1f6b6435d0,3,train
e2528a2a-bba2-11e8-b2b9-ac1f6b6435d0,25,train
c2eba880-bbb9-11e8-b2ba-ac1f6b6435d0,0 5,train
09fd67b0-bbae-11e8-b2ba-ac1f6b6435d0,23,train
6dfad420-bba2-11e8-b2b9-ac1f6b6435d0,7,train
a21b9dbc-bba6-11e8-b2ba-ac1f6b6435d0,0 25,train
6ab7a5f2-bbbd-11e8-b2ba-ac1f6b6435d0,0 25 2,train
c7a620d2-bbad-11e8-b2ba-ac1f6b6435d0,4,train
69555bfa-bbb8-11e8-b2ba-ac1f6b6435d0,6,train
f11f0046-bbbc-11e8-b2ba-ac1f6b6435d0,0 25,train
ccac71c8-bbc9-11e8-b2bc-ac1f6b6435d0,14,train
5f9fb8b6-bbaa-11e8-b2ba-ac1f6b6435d0,23,train
51140ef8-bbca-11e8-b2bc-ac1f6b6435d0,25 2 12,train
688e5520-bbac-11e8-b2ba-ac1f6b6435d0,2 21,train
c2e8d05a-bbc4-11e8-b2bc-ac1f6b6435d0,0 25 5,train
3f1af12c-bbb0-11e8-b2ba-ac1f6b6435d0,0 25 26,train
0b6f5344-bbb6-11e8-b2ba-ac1f6b6435d0,18,train
c002148a-bbb7-11e8-b2ba-ac1f6b6435d0,11 5,train
e44aa272-bba7-11e8-b2ba-ac1f6b6435d0,0 25,train
730d86b0-bbc5-11e8-b2bc-ac1f6b6435d0,0 1,train
d36938b8-bba4-11e8-b2ba-ac1f6b6435d0,0 7,train
7d59f92c-bb99-11e8-b2b9-ac1f6b6435d0,0 19,train
15a4da38-bbc4-11e8-b2bc-ac1f6b6435d0,25 2,train
b3e1ca10-bbad-11e8-b2ba-ac1f6b6435d0,0 25,train
fc4f243c-bb99-11e8-b2b9-ac1f6b6435d0,5,train
e74c9fcc-bbaa-11e8-b2ba-ac1f6b6435d0,23,train
fe5018fc-bba0-11e8-b2b9-ac1f6b6435d0,3 21,train
1484b1c6-bba8-11e8-b2ba-ac1f6b6435d0,0 4,train
31bce16a-bbb6-11e8-b2ba-ac1f6b6435d0,0 2,train
92cfc060-bba4-11e8-b2b9-ac1f6b6435d0,0 25,train
ab5138ec-bbba-11e8-b2ba-ac1f6b6435d0,22,train
93516f24-bbbe-11e8-b2ba-ac1f6b6435d0,7,train
e2665b9e-bbc6-11e8-b2bc-ac1f6b6435d0,0 1,train
319b85b4-bbb7-11e8-b2ba-ac1f6b6435d0,25 19 13,train
28798ada-bba8-11e8-b2ba-ac1f6b6435d0,0 25,train
