Id,Target
89b31fae-bad2-11e8-b2b8-ac1f6b6435d0,0 16
260a351a-bac7-11e8-b2b7-ac1f6b6435d0,14 17 25
d69acc70-bac5-11e8-b2b7-ac1f6b6435d0,0
acffd8c0-bad3-11e8-b2b8-ac1f6b6435d0,1
dbb37228-bad1-11e8-b2b8-ac1f6b6435d0,4
b5ecaa48-baca-11e8-b2b8-ac1f6b6435d0,0 1 7
df8d2780-bac8-11e8-b2b8-ac1f6b6435d0,14 16 25
b5f922a4-bac6-11e8-b2b7-ac1f6b6435d0,2 25 6
b9acf08a-bac9-11e8-b2b8-ac1f6b6435d0,0 16
edb5b41e-bad0-11e8-b2b8-ac1f6b6435d0,0 16
1a15e75a-bad5-11e8-b2b8-ac1f6b6435d0,0 14 16 17
9a1c1804-bad3-11e8-b2b8-ac1f6b6435d0,21 25
2e2f56fa-bacf-11e8-b2b8-ac1f6b6435d0,0 19
869a7f8c-bac9-11e8-b2b8-ac1f6b6435d0,0 5
8316d286-bad6-11e8-b2b9-ac1f6b6435d0,21 25 6
b7ae02d8-bac9-11e8-b2b8-ac1f6b6435d0,14 16 17 23
86926bc4-bad0-11e8-b2b8-ac1f6b6435d0,2
c78652b6-bad6-11e8-b2b9-ac1f6b6435d0,0 21 25
d79a1e12-bad1-11e8-b2b8-ac1f6b6435d0,16
718ebf3e-bada-11e8-b2b9-ac1f6b6435d0,14 16 17 23
bee1beac-bac7-11e8-b2b7-ac1f6b6435d0,0 19
bf4175b4-bac6-11e8-b2b7-ac1f6b6435d0,21 4
79970da6-bac8-11e8-b2b8-ac1f6b6435d0,2
e0f9483a-bacb-11e8-b2b8-ac1f6b6435d0,0 7
e3a52ae0-bada-11e8-b2b9-ac1f6b6435d0,2
9edb2498-bad8-11e8-b2b9-ac1f6b6435d0,16
ade4e8ca-bad3-11e8-b2b8-ac1f6b6435d0,23 5
9bd51af2-bad2-11e8-b2b8-ac1f6b6435d0,0 22 7
d7478dae-bacd-11e8-b2b8-ac1f6b6435d0,1 25
a8d73536-bad8-11e8-b2b9-ac1f6b6435d0,0 23
1189c246-bada-11e8-b2b9-ac1f6b6435d0,12
ec087d1e-bacf-11e8-b2b8-ac1f6b6435d0,0 16 25
aec4415e-bad9-11e8-b2b9-ac1f6b6435d0,2
59604078-bad9-11e8-b2b9-ac1f6b6435d0,16
8dd19ca8-bacf-11e8-b2b8-ac1f6b6435d0,0
5cdf6ad6-bad8-11e8-b2b9-ac1f6b6435d0,0 5
443b81cc-bac9-11e8-b2b8-ac1f6b6435d0,15 25
be0cf5a8-bad3-11e8-b2b8-ac1f6b6435d0,23
10e592a2-bac6-11e8-b2b7-ac1f6b6435d0,16 19 21 25
2367dd2c-bac6-11e8-b2b7-ac1f6b6435d0,11 16 21
754372de-bad8-11e8-b2b9-ac1f6b6435d0,0 21 22
77161884-bad6-11e8-b2b9-ac1f6b6435d0,7
55eb4db6-baca-11e8-b2b8-ac1f6b6435d0,25
9d2d08b2-bada-11e8-b2b9-ac1f6b6435d0,12 2
c86b476c-bac8-11e8-b2b8-ac1f6b6435d0,22 23
3158d740-bad7-11e8-b2b9-ac1f6b6435d0,0 14
112a7cf4-badb-11e8-b2b9-ac1f6b6435d0,25
b642cefc-bad7-11e8-b2b9-ac1f6b6435d0,0 16 25
3de763f8-bad9-11e8-b2b9-ac1f6b6435d0,0 25
b029f372-bad9-11e8-b2b9-ac1f6b6435d0,2 23
10748996-baca-11e8-b2b8-ac1f6b6435d0,15 25
72a6fbf8-bad4-11e8-b2b8-ac1f6b6435d0,14 16 25
896007d6-bad9-11e8-b2b9-ac1f6b6435d0,14 16 17
111f3934-bad6-11e8-b2b9-ac1f6b6435d0,25
98723c1c-bad9-11e8-b2b9-ac1f6b6435d0,0 21 25
d48d9bee-bad2-11e8-b2b8-ac1f6b6435d0,25
e8bae166-bad8-11e8-b2b9-ac1f6b6435d0,17 2 25
aa45019c-bad2-11e8-b2b8-ac1f6b6435d0,0 16
ae9a3b7a-bacf-11e8-b2b8-ac1f6b6435d0,13
e1d58c82-bac6-11e8-b2b7-ac1f6b6435d0,0 16
c10a6ba0-bac9-11e8-b2b8-ac1f6b6435d0,23
