Id,Target
754372de-bad8-11e8-b2b9-ac1f6b6435d0,0 21 22
77161884-bad6-11e8-b2b9-ac1f6b6435d0,7
9d2d08b2-bada-11e8-b2b9-ac1f6b6435d0,12 2
c86b476c-bac8-11e8-b2b8-ac1f6b6435d0,22 23
112a7cf4-badb-11e8-b2b9-ac1f6b6435d0,25
b642cefc-bad7-11e8-b2b9-ac1f6b6435d0,0 16 25
be034880-bad0-11e8-b2b8-ac1f6b6435d0,14 16 19
95f47824-bad9-11e8-b2b9-ac1f6b6435d0,0 22 7
1bcde1d2-bac7-11e8-b2b7-ac1f6b6435d0,27
896007d6-bad9-11e8-b2b9-ac1f6b6435d0,14 16 17
aa45019c-bad2-11e8-b2b8-ac1f6b6435d0,0 16
7d7565e2-bad9-11e8-b2b9-ac1f6b6435d0,0 16
e1d58c82-bac6-11e8-b2b7-ac1f6b6435d0,0 16
